material_id,composition,E_f
mp-777403,Na32 Co8 O32,-1.5000507801963607
mp-694917,Na4 Ca1 Fe4 P6 O24,-1.7092592911121625
mp-2232319,Na4 Mg1 Cr2 O8,-1.936699177367816
mp-1221311,Na8 Eu4 P8 Pb2,-0.509885844917152
mp-2713549,Na12 Mg6 Ta6 Si9 S9 O72,-2.612247871430278
mp-1221212,Na8 Ca4 Sn2 P8,-0.6034645385535152
mp-23651,Na8 Al6 Ge6 I2 O24,-2.562561807631185
mp-2713321,Na12 La6 Si9 Ge6 S9 O72,-2.4557616778864197
mp-2714382,Na24 Ca6 Si12 Sn6 S6 O72,-2.500769320223043
mp-1191377,Na4 W4 O15,-2.040796052957272
mp-2713266,Na12 Hf9 Zn3 P18 O72,-3.002711233509852
mp-1210615,Na16 Mn4 O20,-1.6258746133448276
mp-728912,Na16 Zr4 Si24 O72,-2.7159426795868025
mp-18846,Na8 Co14 O28,-1.452159363620689
mp-779703,Na8 Sn10 O24,-1.8699452842857136
mp-1210204,Na4 Al6 Cl1 O12,-2.6983533137181404
mp-2713418,Na12 Mg6 In6 Si3 S15 O72,-2.238183350474138
mp-2713352,Na12 Ca9 Ti3 Si3 S15 O72,-2.521509713719752
mp-2713582,Na12 Ti6 Al6 Si9 S9 O72,-2.6967238027109808
mp-2714519,Na24 Y6 In6 Si6 P12 O72,-2.777047215863633
mp-2227495,Na4 Mg1 Co2 O6,-1.6283713665782484
mp-2713151,Na12 Ti3 Zn9 P6 S12 O72,-2.241430520828147
mp-680756,Na40 Ti10 P20 O90,-2.7811146883522677
mp-1223376,K1 Na4 Cl5,-2.038221855625
mp-696155,Na8 P4 H8 C2 O18,-1.940598597490148
mp-2713685,Na12 Hf6 In6 Si9 S9 O72,-2.5954906956057173
mp-1224720,Na4 V10 Co1 H44 O52,-1.5794630809956505
mp-2713061,Na12 Nb9 In3 Si12 P6 O72,-2.860741654249201
mp-758693,Na8 Al8 H20 O26,-2.119718074694105
mp-1094119,Na4 Ge5 O12,-1.962666274786533
mp-2713670,Na12 Mg3 Si9 Sn9 S9 O72,-2.314910106746068
mp-2714462,Na24 Hf6 Zn6 Si12 S6 O72,-2.630584533080187
mp-2713649,Na12 Sc6 Si9 Sn6 S9 O72,-2.543146679903962
mp-2224731,Na4 Mg1 Fe4 O8,-1.6372608070892491
mp-2714597,Na24 Ti6 Zn6 Si12 S6 O72,-2.5517709281595518
mp-1181353,Na8 Ca4 P16 O70,-1.688363430003266
mp-554107,K8 Na16 Ge8 O28,-2.045082845001149
mp-2713662,Na12 Y9 Ta3 P18 O72,-3.0745590183519576
mp-1203745,Na16 Xe4 O48,-0.3490354238539548
mp-2715052,Na12 Ta9 In3 Si12 P6 O72,-2.9601551723720085
mp-684696,Ba1 Na4 Ti2 Si10 B2 O30,-2.983388874602393
mp-2716384,Na24 Nb6 Al6 Si18 O72,-2.9131691031992344
mp-2714435,Na24 Zr6 Zn6 Si12 S6 O72,-2.5981993056992336
mp-768326,Na8 Sn4 C8 S2 O32,-1.923413218815453
mp-2713675,Na12 Ca3 Si9 Sn9 S9 O72,-2.3280676030179976
mp-780118,Na16 Ni8 O20,-1.3040778716379309
mp-1221199,Na8 Eu4 Sn2 P8,-0.749121980991341
mp-5327,Na4 U1 O5,-2.6778326023017245
mp-1199922,Na8 Sn4 Ge10 O34,-1.9872336251077576
mp-1221268,Na4 Fe10 O15,-1.6338260985523188
mp-2714483,Na24 Al12 Si12 S6 O72,-2.709071884350028
mp-2217328,Na4 Mg1 Cu2 O4,-1.304011144090908
mp-2713558,Na12 Y6 Hf6 Si9 S9 O72,-2.876342202096944
mp-2713466,Na12 Ca6 Sc6 Si3 S15 O72,-2.591010088544313
mp-2232224,Na4 Mg1 W2 O8,-2.072449268701149
mp-2713693,Na12 Ca3 Sn9 P18 O72,-2.595428204343185
mp-782641,Na8 V4 P2 C8 O32,-2.126018292413337
mp-2716309,Na24 Ti12 Si18 O72,-3.0134064784373287
mp-2713238,Na12 La6 Hf6 Si9 S9 O72,-2.8478135000794005
mp-2713126,Na12 Ca9 Zr3 P6 S12 O72,-2.6298837874070955
mp-1204421,Na8 Cr4 H12 O22,-1.6956500791529234
mp-2218565,Na4 Mg1 Bi2 O6,-1.7101811865782492
mp-2230979,Na4 Mg1 Ti2 Ge2 O10,-2.3693365427465216
mp-19470,Na4 Ni7 P6 O24,-2.2333543773993743
mp-554356,Na8 Nb18 P12 O78,-2.890030630101282
mp-754019,Na4 Np1 O5,-2.560840880176724
mp-2713542,Na12 Zn3 Ge9 P18 O72,-2.437364716623887
mp-1077585,Na4 N1 O1,-0.5084650313362064
mp-2714587,Na24 Ca6 Si6 Ge6 P12 O72,-2.597402385625538
mp-1094147,Na8 Mn18 O36,-1.9565066892547276
mp-2715006,Na12 Sc3 Ta9 Si12 P6 O72,-3.1008758482053413
mp-2712977,Na24 Ca6 Zn6 P12 S6 O72,-2.5075655689985537
mp-1180587,Na16 Xe4 O48,-0.2799317107657197
mp-1202356,Na8 Cr2 C12 N12 O20,0.3817382146104722
mp-2218859,Na4 Mg1 Co2 O6,-1.600945142732095
mp-2716353,Na24 Sc6 Nb6 Si18 O72,-2.9890878873262183
mp-2229053,Na4 Mg1 Fe4 O8,-1.6993647929716018
mp-1221207,Na8 Ca4 Si2 P8,-0.6782050303716968
mp-29871,Na16 Se4 O20,-1.5221515271562502
mp-2713703,Na12 Ca6 Ta6 Si9 S9 O72,-2.632821516605717
mp-1105620,Na4 Sr1 Si3 O9,-2.748064169705896
mp-1202531,Na8 Ga16 Ge30,-0.0361609389080462
mp-42508,Na8 Be2 Al2 Si8 Cl2 O24,-2.9547730308920537
mp-1226690,Cs8 Na4 Y3 Ho1 Cl24,-2.494614740943966
mp-2716223,Na24 Al6 Si12 Ge6 P6 O72,-2.7081590065949253
mp-1221146,Na4 Si2 Pb1 Se6,-1.0677746938138255
mp-2713688,Na12 Mg3 Zr9 P18 O72,-3.0331114234659933
mp-707200,Na16 P16 H8 O52,-2.440734948003855
mp-740750,Na8 P8 H12 O30,-2.198257737554782
mp-9655,Na8 Sn2 O8,-1.7375988955555557
mp-2715154,Na24 Mg6 Ga6 P18 O72,-2.6547902681878965
mp-1210216,Na4 Dy2 Ir3 O12,-2.1059770370881217
mp-2233921,Na4 Mg1 Fe2 O6,-1.8134594127320949
mp-2713367,Na12 Zr3 Zn9 P6 S12 O72,-2.279846358722885
mp-1221172,Na4 Ta1 Al3 P6 O24,-2.928326188439677
mp-2713236,Na12 Y6 Zr6 Si9 S9 O72,-2.85059275525484
mp-2714569,Na24 Ca6 Hf6 Si12 S6 O72,-2.804203671572249
mp-2713194,Na12 Hf3 Zn9 P6 S12 O72,-2.296361577407095
mp-1176548,Na8 Mn4 C8 S2 O32,-1.9658134186621965
mp-28261,Na8 Sn2 O6,-1.5649540743749988
mp-6046,Na16 U4 C12 O44,-2.416975955816695
mp-1173789,Na8 Al6 Si6 H6 O28,-2.616753012935823
mp-15391,Na8 Te2 O10,-1.8712417719683905
mp-775978,Na16 Sb8 C16 S4 O64,-1.8663030632598967
mp-2714374,Na24 Y12 Si12 S6 O72,-2.875035349746853
mp-555825,Na16 Sc8 Si16 O52,-3.15074702426162
mp-1176431,Na8 Mn4 C8 S2 O32,-1.9707160069955296
mp-1210330,Na8 Zr4 Ge10 H2 O32,-2.3420157452416865
mp-2713552,Na12 Zr9 Zn3 P18 O72,-2.944526958158975
mp-2715571,Na24 Y6 Zr6 Si12 P6 O72,-3.0532850350869896
mp-776348,Na8 Bi4 C8 S2 O32,-1.92383584048212
mp-2233710,Na4 Mg1 Fe2 O6,-1.7766191211936335
mp-2715172,Na24 La6 Zn6 P18 O72,-2.709456640052976
mp-1199320,Na8 Cr4 P8 O30,-2.439165251463546
mp-1210353,Na8 Al6 Si6 S2 O32,-2.848700231408045
mp-1195054,Na8 Cu8 H36 C16 O46,-1.2495116099213548
mp-2713291,Na12 Ca3 Zr9 Si9 S9 O72,-2.8032013977987
mp-766831,Na8 Ti10 Mn8 O36,-2.72637002190026
mp-1279763,Na8 Fe2 O10,-1.4491110438017238
mp-2713173,Na12 Mg9 Ge3 P6 S12 O72,-2.367632634512358
mp-2715090,Na24 Ca6 La6 P18 O72,-2.9261289136244044
mp-2716530,Na24 Ti6 Si18 Sn6 O72,-2.807003191056377
mp-1173717,Na8 Al6 Si6 C2 N2 O26,-2.841705932420689
mp-2713325,Na12 La9 Ta3 P18 O72,-3.0465567901502024
mp-2716361,Na24 Si18 Ge12 O72,-2.574883198992885
mp-2230924,Na4 Mg1 Ti2 Si2 O10,-2.687526258535995
mp-2713350,Na12 Mg9 Zr3 P6 S12 O72,-2.5415126271000776
mp-2713318,Na12 Al6 Si9 Ge6 S9 O72,-2.431099794640805
mp-556252,Na16 Cu4 Mo12 O48,-1.9810763750258624
mp-2228638,Na4 Mg1 Mo2 O8,-1.8934689193678167
mp-552623,Na4 C1 O4,-1.5470276747796932
mp-645295,Na4 C1 O4,-1.5471843447796934
mp-27579,Na16 P8 O28,-2.601129714215612
mp-2224261,Na4 Mg1 Fe2 O6,-1.8265872250397872
mp-2229811,Na4 Mg1 Cu4 O8,-1.2233999791176535
mp-2715139,Na12 Ta6 Si15 Sn6 S3 O72,-2.763025545421507
mp-22937,Na4 I2 O1,-1.4830902204310357
mp-2714466,Na24 La6 Ga6 Si6 P12 O72,-2.7613687818556967
mp-2714335,Na24 Sc12 Si12 S6 O72,-2.874986913000821
mp-2713245,Na12 Nb3 Al9 P18 O72,-2.8911261271940623
mp-1221274,Na4 Ca7 Mn1 Si12 H4 O36,-3.048478961850754
mp-2716303,Na24 Ta6 Ga6 Si18 O72,-2.8264837912865355
mp-2713691,Na12 Y9 Nb3 Si9 S9 O72,-2.798064806307472
mp-555472,Na8 Zr4 Si6 O24,-3.114222278119869
mp-2715220,Na24 Y6 Mg6 P18 O72,-2.8919665191005937
mp-2715597,Na24 Sc6 Si12 Ge6 P6 O72,-2.7660647256425444
mp-2715732,Na24 Ga6 Si12 Ge6 P6 O72,-2.5560539992536557
mp-766216,Na4 W9 O27,-2.183781605200429
mp-2715694,Na24 Mg6 Ta6 Si12 P6 O72,-2.8642149275790523
mp-1221187,Na8 Mg2 Fe2 P6 O24,-2.6104319866402763
mp-676527,Na4 P1 H5 Se3 O16,-1.6390467128772868
mp-1180393,Na8 Hf2 S8 O36,-1.783323514490741
mp-2714518,Na24 Al12 Si6 P12 O72,-2.868044682292204
mp-1194797,Na8 H12 Se4 O22,-1.5514087765306406
mp-2232918,Na4 Mg1 Ti3 O8,-2.691918331282327
mp-1202690,Na8 P4 N2 O32,-0.6076364632523016
mp-2231875,Na4 Mg1 Ni4 O10,-1.4029925145009066
mp-2715764,Na24 Mg6 Nb6 Si12 P6 O72,-2.808321528975877
mp-2713322,Na12 Ti9 Zn3 Si9 S9 O72,-2.612940631044313
mp-2713133,Na12 Mg9 Si3 Ge3 S15 O72,-2.287939203456594
mp-2713700,Na12 La9 Nb3 Si9 S9 O72,-2.7820880920530864
mp-2713592,Na12 La6 Ti6 Si9 S9 O72,-2.7368850204302797
mp-1221202,Na4 Br1 Cl3 O12,-1.058668653275862
mp-1195146,Na4 Ni1 Mo6 H38 O40,-1.517181287561991
mp-6150,Na8 Zr4 Si6 O24,-3.11455448859606
mp-2713045,Na24 Ca6 Mg6 Si6 S12 O72,-2.494898318278598
mp-27197,Na8 As4 O14,-2.005659573693636
mp-1213587,K4 Ba2 Na4 Ti8 Mn1 Si16 W8 O58,-2.532293209842722
mp-754638,Na4 Ti3 O8,-2.843968292367815
mp-28355,Na8 Ge4 Se10,-1.0146890770214525
mp-1221210,Na4 Al3 Si3 Cl1 O12,-3.054762006326836
mp-850975,Na8 Ni4 C8 S2 O32,-1.7989434558524902
mp-2715086,Na12 Sc3 Nb9 Si15 S3 O72,-2.9242183299039635
mp-2713316,Na12 Nb6 Zn6 Si9 S9 O72,-2.3908277476232613
mp-775781,Na8 Co4 C8 S2 O32,-1.774493206408046
mp-2226677,Na4 Mg1 Co2 O6,-1.5466753019628643
mp-1221239,Na8 Al6 Ge6 O26,-2.4966444690442287
mp-2714384,Na24 La6 Y6 Si12 S6 O72,-2.8577176137944718
mp-2715098,Na24 Ca6 Sc6 P18 O72,-2.924856821243452
mp-2713565,Na12 Ca3 Ti9 P18 O72,-2.939665739387045
mp-2713380,Na12 Ca9 Ti3 P6 S12 O72,-2.5916343223193765
mp-2713529,Na12 Ca9 Ge3 P6 S12 O72,-2.4465210471000773
mp-1190468,Na4 Ti6 O13,-3.00363837447901
mp-2716482,Na24 La6 Ta6 Si18 O72,-2.978597022040504
mp-676431,Na4 Al3 Si9 Cl1 O24,-3.144432072329688
mp-2713130,Na12 Ca6 In6 Si3 S15 O72,-2.3045575649478223
mp-2716570,Na24 Hf6 Si18 Sn6 O72,-2.8926402484373286
mp-1182529,Na4 C1 O4,-1.3520599914463602
mp-764295,Na4 Ni9 O18,-1.0955644431034484
mp-2229102,Na4 Mg1 Mn4 O8,-1.9153651730730217
mp-1211780,K6 Na4 Tl13,-0.1093363314065552
mp-768257,Na8 Bi4 C8 S2 O32,-1.913309499556193
mp-2715717,Na24 In6 Si12 Ge6 P6 O72,-2.501991282467941
mp-2713137,Na12 Zn9 Sn3 P6 S12 O72,-2.121174885170253
mp-1223772,Na16 U12 Te20 O84,-2.397153564510622
mp-2228712,Na4 Mg1 Mo2 O8,-1.8238672200344828
mp-2713234,Na12 Sc9 Ta3 Si9 S9 O72,-2.823150890228524
mp-775782,Na8 Sn4 C8 S2 O32,-1.8947903315932304
mp-2218508,Na4 Mg1 Bi2 O6,-1.7800368450397883
mp-2716396,Na24 Sc6 Ta6 Si18 O72,-3.04791902791352
mp-780892,Na8 Fe4 As2 C8 O32,-1.7913977812228603
mp-2713339,Na12 Ca9 Si3 Sn3 S15 O72,-2.402373147009226
mp-31229,Na16 B36 Se36,-0.6806069840504964
mp-2715182,Na24 Ca6 In6 P18 O72,-2.676334267592658
mp-2713678,Na12 Mg3 Ge9 P18 O72,-2.52756686245722
mp-775341,Na16 Cr4 H32 S4 O28,-1.5261606446674874
mp-1221137,Na4 Se1 S1,-1.2647712361458332
mp-1221229,Na8 Eu4 Si2 P8,-0.6641126567353346
mp-707247,Na4 Cu1 P6 H8 O22,-2.1397161980091304
mp-771839,Na8 Co4 C8 S2 O32,-1.805486506037676
mp-2715057,Na12 Ta9 Al3 Si15 S3 O72,-2.9792424073688752
mp-2715005,Na12 La3 Ta9 Si15 S3 O72,-3.0034757275881736
mp-2715791,Na24 Zr6 In6 Si12 P6 O72,-2.8083657074679413
mp-778306,Na8 Fe4 C8 S2 O32,-1.9204991760376744
mp-2716509,Na24 Hf6 Si18 Ge6 O72,-2.8717404655801864
mp-754399,Na8 Cu2 O6,-1.285959229062497
mp-1279528,Na16 Fe4 O20,-1.4618760380517235
mp-28107,Na8 Ge4 Te10,-0.7204242250000008
mp-28591,Na4 Hg1 P2,-0.4589309004931984
mp-2714590,Na24 La6 Sc6 Si12 S6 O72,-2.853675468318282
mp-1223444,Na8 Rh2 W10 O52,-1.13019219848659
mp-559561,Na16 Mo4 S12 O56,-2.0897429484326007
mp-756090,Ba2 Na8 O6,-1.6796745910021549
mp-761140,Na4 Ti7 O16,-3.106715826624095
mp-1204306,Na16 Br4 N12,0.6554002650808197
mp-2232672,Na4 Mg1 Cu1 As2 O8,-1.8353481553448263
mp-2218486,Na4 Mg1 Bi2 O6,-1.800945856578249
mp-2230090,Na4 Mg1 Fe4 O10,-1.6617363166061705
mp-2715521,Na24 Hf6 Sc6 Si12 P6 O72,-3.092637984055244
mp-1194920,Na16 As4 H4 O20,-1.896909416297022
mp-643001,Na8 H12 Ru2,-0.354535263409091
mp-2713646,Na12 Y6 Si9 Sn6 S9 O72,-2.5326534285004536
mp-2218472,Na4 Mg1 Fe2 O6,-1.803726524270557
mp-2229209,Na4 Mg1 Mn4 O8,-1.889168007190668
mp-2713698,Na12 Ca3 Ge9 P18 O72,-2.528027468904589
mp-2240818,Na4 Mg1 Co2 O6,-1.5443899596551725
mp-2712867,Na24 Ca6 Zn6 Si6 S12 O72,-2.3501364658182817
mp-2713459,Na12 Mg9 Zr3 Si3 S15 O72,-2.4605649139390504
mp-2713610,Na12 Hf6 Ga6 Si9 S9 O72,-2.623180423807472
mp-2233656,Na4 Mg1 Co2 O6,-1.6379839188859413
mp-1020162,Na16 Mg12 P16 O60,-2.836895486407256
mp-2713553,Na12 Zr6 In6 Si9 S9 O72,-2.5640785643776467
mp-1221200,Na8 Li8 Mn2 Fe6 P8 O32 F8,-2.612071864176473
mp-754970,Na8 Cr2 O6,-1.5019830622521555
mp-2713251,Na12 Nb3 Ga9 P18 O72,-2.6356736302423087
mp-780428,Na16 Bi8 O20,-1.630542522092476
mp-1182192,K2 Na8 Te4 Pd2 O44,-0.6735705380366862
mp-754694,Na4 W1 O4,-1.8428843361685816
mp-1173772,Na4 Ca1 Fe4 P6 O24,-2.5299790354711367
mp-2714928,Na24 La6 Mg6 P18 O72,-2.8640894764021816
mp-1226101,Cs8 Na4 Y1 Ho3 Cl24,-2.497913358193965
mp-1197594,Na8 Zr2 C16 O38,-1.364241594781789
mp-1195487,Na8 Cd6 H4 C8 O28,-1.825713697889526
mp-27224,Na8 Co2 O8,-1.5172222440229888
mp-2714339,Na24 Ca6 Hf6 Si6 P12 O72,-2.9627632887207755
mp-1203835,Na16 Fe12 P16 O60,-2.25817705025341
mp-779515,Na8 Bi4 C8 S2 O32,-1.9304153093710084
mp-2716521,Na24 Y6 Ta6 Si18 O72,-3.0231874486278048
mp-1076890,K16 Na16 Mo20 W12 O80,-1.803365359778256
mp-1173714,Na8 Al6 Si6 N2 O28,-2.8507325180206897
mp-2218772,Na4 Mg1 Ni2 O6,-1.410576273501326
mp-2713171,Na12 Mg6 Sc6 Si3 S15 O72,-2.5268482438074717
mp-2713107,Na24 Mg6 Zn6 Si6 S12 O72,-2.3054339820881222
mp-558455,Na8 Li10 B6 O18,-2.431313180818281
mp-2226674,Na4 Mg1 Co2 O6,-1.6889050804244023
mp-2217358,Na4 Mg1 Cu2 O4,-1.2218725713636365
mp-1224580,Na4 Mn1 Mo8 O47,-0.9530086760991376
mp-695020,Na8 Ga6 Si6 N2 O28,-1.7804754663206888
mp-1200345,Na4 Ce2 Si12 O33,-2.8815000439807297
mp-2713483,Na12 Hf3 Mg9 P6 S12 O72,-2.561232044643938
mp-2714438,Na24 Ca6 Ti6 Si6 P12 O72,-2.8554954981652205
mp-2713551,Na12 Nb3 In9 P18 O72,-2.6044832499133617
mp-728013,Na8 Zr4 Ge10 O34,-2.351901240286329
mp-2716236,Na24 Zr6 Al6 Si12 P6 O72,-2.9633702073092114
mp-653631,Ba8 Na32 Cu24 F96,-2.635619791900861
mp-778605,Na8 Ni4 P2 C8 O32,-1.8298307913022256
mp-2715013,Na24 Al6 Zn6 P18 O72,-2.640442873068848
mp-2716409,Na24 Nb6 Ga6 Si18 O72,-2.766283056334156
mp-2220000,Na4 Mg1 Mn2 O6,-1.9196496147214848
mp-2713594,Na12 Y6 Si9 Ge6 S9 O72,-2.4971497781495766
mp-2715724,Na24 Ti6 Al6 Si12 P6 O72,-2.9307785734996865
mp-561744,Na8 Co2 Au2 O10,-1.4304217661833851
mp-1197223,Na4 Zn1 P4 H16 C2 N2 O16,-1.5700396530908594
mp-28773,Na16 Ga8 S20,-1.231674915501567
mp-1221161,Na8 Si10 Sn4 O34,-2.6093582745720445
mp-1221251,Na4 Ni1 Ag2 S8 N5 O12,-0.4810279426203294
mp-2230486,Na4 Mg1 Ti2 Si2 O10,-2.588313407483364
mp-2715183,Na12 Y3 Nb9 Si15 S3 O72,-2.923314573456594
mp-2713659,Na12 Sc9 Nb3 Si9 S9 O72,-2.7968962523162437
mp-755816,Na16 Mn4 O16,-1.6852430962164746
mp-1099948,K16 Na16 Nb4 W28 O80,-1.9069713616532544
mp-2218307,Na4 Mg1 Bi2 O6,-1.7961695673474798
mp-1099687,K4 Na4 Nb3 W5 O24,-2.4170677091129305
mp-2713492,Na12 Zn6 Ga6 Si3 S15 O72,-2.075929579377646
mp-2232864,Na4 Mg1 Ti3 O8,-2.484309156282327
mp-2714417,Na24 Zn6 Si6 Ge6 P12 O72,-2.4462782052287118
mp-23655,Na8 Al6 Si6 I2 O24,-3.0282785874137925
mp-770560,Na8 Cr4 C8 S2 O32,-2.052727987148787
mp-1076509,K16 Na16 V4 Mo28 O80,-1.894144586097701
mp-2713425,Na12 Y6 Mg6 Si3 S15 O72,-2.5347494178425585
mp-2715119,Na12 Hf6 Nb6 Si15 S3 O72,-3.0279981174039627
mp-2224446,Na4 Mg1 Mn4 O8,-1.8778040860141985
mp-545541,Na4 C1 O4,-1.5707162292241377
mp-2713721,Na12 Sc6 Si9 Ge6 S9 O72,-2.509413124903963
mp-2716132,Na24 Y6 Hf6 Si12 P6 O72,-3.082996194372704
mp-1200379,K4 Ba2 Na4 Ti8 Mn1 Si16 O66,-2.385837152813019
mp-2715522,Na24 Y6 Si12 Ge6 P6 O72,-2.721450541277465
mp-2714617,Na24 Y6 Ga6 Si12 S6 O72,-2.633192079469074
mp-1099601,K4 Na4 Mo3 W5 O24,-2.1608761378629304
mp-1201366,Na16 Sr4 Si32 O92,-2.3596259809722206
mp-2714601,Na24 Hf6 Zn6 Si6 P12 O72,-2.7858547477683944
mp-1210223,Na4 Tb2 Ir3 O12,-2.103399998040504
mp-2713187,Na12 Mg9 Sn3 P6 S12 O72,-2.3900286725825337
mp-1210253,Na8 Pt2,0.22448009541379
mp-2715177,Na12 Y3 Nb9 Si12 P6 O72,-2.99903372433692
mp-2231123,Na4 Mg1 Ti2 Ge2 O10,-2.23714118800968
mp-2715036,Na24 Ca6 Y6 P18 O72,-2.9506488184656736
mp-555988,Na8 U2 Cr6 O28,-2.2254062400235117
mp-2713555,Na12 Ta3 Ga9 Si9 S9 O72,-2.4251790171802785
mp-1194870,Na16 Ni4 P8 O28 F8,-2.580535537018935
mp-1199706,Na16 Si16 H72 O76,-1.7215629551666654
mp-562546,Na16 Co12 P16 O60,-2.364763602272641
mp-1280477,Na16 Fe4 O20,-1.460417219051724
mp-23145,Na8 Al6 Si6 Cl2 O24,-3.07888479241379
mp-2714932,Na24 Zn6 Ga6 P18 O72,-2.501497279060912
mp-1198484,Na16 Xe4 O48,-0.602993860177484
mp-1223382,K1 Na4 Cl5,-2.0405111466250005
mp-2230496,Na4 Mg1 V4 O10,-2.2014038376588028
mp-780721,Na16 Bi8 O20,-1.654542082319749
mp-561458,Na8 Sc4 P6 O24,-2.895461617116466
mp-2714566,Na24 Y6 In6 Si12 S6 O72,-2.6175362952230428
mp-1213698,Cs6 Na4 Tl13,-0.2109744747826089
mp-2715690,Na24 Hf6 Al6 Si12 P6 O72,-3.0036003602457195
mp-1176374,Na8 Ni4 C8 S2 O32,-1.798861477148786
mp-1196126,Na8 Be4 Si12 Sn2 O40,-2.6233187898641583
mp-2715799,Na24 Zr6 Sc6 Si12 P6 O72,-3.0565442111981
mp-2716258,Na24 Hf6 Ga6 Si12 P6 O72,-2.8637525463965123
mp-2229598,Na4 Mg1 Mn4 O8,-1.924838170720081
mp-2715794,Na24 In6 Si12 Sn6 P6 O72,-2.547495230880639
mp-2713374,Na12 La6 Mg6 Si3 S15 O72,-2.522122638544314
mp-559519,Na8 Ti2 As4 O18,-2.29936659227191
mp-666670,Na8 Te2 O10,-0.5592702084683907
mp-1182759,Na4 Te1 Mo6 H40 N2 O40,-1.4620638664750951
mp-554790,Na8 Ni10 P12 O44,-2.336259266442552
mp-2230006,Na4 Mg1 Ni5 O10,-1.420934228275862
mp-2714510,Na24 In12 Si6 P12 O72,-2.5255070789588707
mp-2230012,Na4 Mg1 Mo4 O10,-1.802618954500908
mp-1369163,Na4 P6 Pb1 O18,2.4201199179870905
mp-2714619,Na24 Sc6 Al6 Si6 P12 O72,-2.943391648085855
mp-1201699,Na8 Mn4 P4 O14 F12,-2.7404478694364296
mp-1076751,K4 Na4 Nb1 W7 O24,-2.2560854768629306
mp-19022,Na8 Fe2 O8,-1.6237541567241385
mp-2714488,Na24 Ca6 Zr6 Si6 P12 O72,-2.9295462342763314
mp-2715039,Na12 Sc3 Ta9 Si15 S3 O72,-3.024453972061857
mp-1210262,Na4 Ca4 Be4 Al1 Si7 O24 F4,-3.2400629628232758
mp-2233449,Na4 Mg1 V2 O6,-2.0860968188859417
mp-2715542,Na24 Ta6 Zn6 Si12 P6 O72,-2.714845822340957
mp-1205191,K2 Na4 Ca5 Si12 O34,-2.974206061666969
mp-2716526,Na24 Hf6 Ti6 Si18 O72,-3.0940652914532025
mp-17724,K4 Na8 Co4 O10,-1.1393399959628645
mp-31470,Na8 Tl2 Au2,-0.2039750129166672
mp-2715712,Na24 Ca6 Ta6 Si12 P6 O72,-2.871372856785401
mp-706336,Na8 Be4 Si12 Sn2 H8 O40,-2.6715664747437087
mp-1221226,Na4 Al3 Fe1 Si8 O24,-3.0477150846379315
mp-18772,Na8 Mo2 N4 O4,-1.0923652372796946
mp-760068,Na32 Co8 O32,-1.5043555289463602
mp-2715093,Na12 Ti6 Nb6 Si15 S3 O72,-2.931234376702208
mp-542090,Na8 Al6 Si6 O24,-2.9938710900235117
mp-28108,Na16 Sn4 Te16,-0.8616289799999998
mp-769532,Na8 V4 C8 S2 O32,-2.080782445852491
mp-1176414,Na16 Sn8 C16 S4 O64,-1.911460875759897
mp-1221151,Na4 Sn1 Ge2 S6,-1.032354801962864
mp-2716193,Na24 Al6 Si12 Sn6 P6 O72,-2.718185500245719
mp-578949,Na16 Mn12 P16 O60,-2.582552373956989
mp-2713604,Na12 Zn3 Si9 Sn9 S9 O72,-2.233331318807472
mp-2230140,Na4 Mg1 Mo4 O10,-1.8489079676588027
mp-1221255,Na4 Al3 Cr1 P8 O28,-2.832784513469548
mp-2713583,Na12 Ca6 Nb6 Si9 S9 O72,-2.580725179114489
mp-1221220,Na4 Al1 Fe3 O8,-2.0423971078448275
mp-568060,Na32 Ge16 Te40,-0.7168314452272749
mp-2228107,Na4 Mg1 Fe2 O6,-1.8238043611936336
mp-39140,Na8 Al6 Si6 H2 O26,-2.9548607889278014
mp-546551,Na4 C1 O4,-1.69733549144636
mp-1202939,Na4 Ni1 H38 W6 O40,-1.5641033300339011
mp-820801,Na8 W2 O10,1.330268771698276
mp-1221214,Na8 Eu4 Si2 As8,-0.6641994068652056
mp-551886,Na4 C1 O4,-1.54828578144636
mp-2714436,Na24 La6 Y6 Si6 P12 O72,-3.0212741445144267
mp-2713576,Na12 Zr6 Al6 Si9 S9 O72,-2.735380472535541
mp-1221198,Na4 Ag1 Cl5,-1.7425601037500005
mp-2715126,Na12 La3 Nb9 Si15 S3 O72,-2.9069805159565947
mp-2715071,Na12 Ta9 Ga3 Si12 P6 O72,-2.9730748063413053
mp-559773,Na4 Sr1 Si3 O9,-2.7483120955882496
mp-2713543,Na12 In6 Si9 Ge6 S9 O72,-2.219038990868875
mp-1204564,Na8 Np2 H14 O18,-1.895148612167488
mp-6758,K4 Na16 Sn4 Sb12,-0.431994915029693
mp-2714963,Na24 Mg6 Sc6 P18 O72,-2.8979062549736105
mp-2714933,Na12 La3 Ta9 Si12 P6 O72,-3.074563280661481
mp-2713597,Na12 Nb3 In9 Si9 S9 O72,-2.3567914444653657
mp-2713369,Na12 La6 Zn6 Si3 S15 O72,-2.3540900831934364
mp-2714387,Na24 Mg6 Si12 Ge6 S6 O72,-2.460184254984948
mp-648893,Na32 V16 O56,-2.314272254366711
mp-561448,Na16 Ce4 As16 O56,-2.1609005410007494
mp-2713619,Na12 Ta3 In9 P18 O72,-2.6350823328256414
