formula,X,B,A,A_w,A_d,A_dw,composition,Tolerance_Factor
Li3Te(AlH4)0.375(BH4)0.625,Li,Te,AlH4,0.375,BH4,0.625,Li3 Al0.375 B0.625 Te1 H4,0.7204989550726563
Li3Te(AlH4)0.25(BH4)0.75,Li,Te,AlH4,0.25,BH4,0.75,Li3 Al0.25 B0.75 Te1 H4,0.7017499116321039
Li3Te(AlH4)0.125(BH4)0.875,Li,Te,AlH4,0.125,BH4,0.875,Li3 Al0.125 B0.875 Te1 H4,0.6830008681915515
Li3Te(AlH4)0.875(BF4)0.125,Li,Te,AlH4,0.875,BF4,0.125,Li3 Al0.875 B0.125 Te1 H3.5 F0.5,0.807399283400296
Li3Te(AlH4)0.75(BF4)0.25,Li,Te,AlH4,0.75,BF4,0.25,Li3 Al0.75 B0.25 Te1 H3 F1,0.8005543945251736
Li3Te(AlH4)0.625(BF4)0.375,Li,Te,AlH4,0.625,BF4,0.375,Li3 Al0.625 B0.375 Te1 H2.5 F1.5,0.7937095056500514
Li3Te(AlH4)0.5(BF4)0.5,Li,Te,AlH4,0.5,BF4,0.5,Li3 Al0.5 B0.5 Te1 H2 F2,0.786864616774929
Li3Te(AlH4)0.375(BF4)0.625,Li,Te,AlH4,0.375,BF4,0.625,Li3 Al0.375 B0.625 Te1 H1.5 F2.5,0.7800197278998068
Li3Te(AlH4)0.25(BF4)0.75,Li,Te,AlH4,0.25,BF4,0.75,Li3 Al0.25 B0.75 Te1 H1 F3,0.7731748390246844
Li3Te(AlH4)0.125(BF4)0.875,Li,Te,AlH4,0.125,BF4,0.875,Li3 Al0.125 B0.875 Te1 H0.5 F3.5,0.7663299501495622
Li3Te(AlH4)0.875F0.125,Li,Te,AlH4,0.875,F,0.125,Li3 Al0.875 Te1 H3.5 F0.125,0.7746628583453632
Li3Te(AlH4)0.75F0.25,Li,Te,AlH4,0.75,F,0.25,Li3 Al0.75 Te1 H3 F0.25,0.7350815444153082
Li3Te(AlH4)0.625F0.375,Li,Te,AlH4,0.625,F,0.375,Li3 Al0.625 Te1 H2.5 F0.375,0.6955002304852531
Li3Te(AlH4)0.5F0.5,Li,Te,AlH4,0.5,F,0.5,Li3 Al0.5 Te1 H2 F0.5,0.6559189165551981
Li3Te(AlH4)0.375F0.625,Li,Te,AlH4,0.375,F,0.625,Li3 Al0.375 Te1 H1.5 F0.625,0.616337602625143
Li3Te(AlH4)0.25F0.75,Li,Te,AlH4,0.25,F,0.75,Li3 Al0.25 Te1 H1 F0.75,0.576756288695088
Li3Te(AlH4)0.125F0.875,Li,Te,AlH4,0.125,F,0.875,Li3 Al0.125 Te1 H0.5 F0.875,0.537174974765033
Li3Te(AlH4)0.875(ClO4)0.125,Li,Te,AlH4,0.875,ClO4,0.125,Li3 Al0.875 Te1 H3.5 Cl0.125 O0.5,0.8065064718078887
Li3Te(AlH4)0.75(ClO4)0.25,Li,Te,AlH4,0.75,ClO4,0.25,Li3 Al0.75 Te1 H3 Cl0.25 O1,0.7987687713403592
Li3Te(AlH4)0.625(ClO4)0.375,Li,Te,AlH4,0.625,ClO4,0.375,Li3 Al0.625 Te1 H2.5 Cl0.375 O1.5,0.7910310708728296
Li3Te(AlH4)0.5(ClO4)0.5,Li,Te,AlH4,0.5,ClO4,0.5,Li3 Al0.5 Te1 H2 Cl0.5 O2,0.7832933704053
Li3Te(AlH4)0.375(ClO4)0.625,Li,Te,AlH4,0.375,ClO4,0.625,Li3 Al0.375 Te1 H1.5 Cl0.625 O2.5,0.7755556699377705
Li3Te(AlH4)0.25(ClO4)0.75,Li,Te,AlH4,0.25,ClO4,0.75,Li3 Al0.25 Te1 H1 Cl0.75 O3,0.767817969470241
Li3Te(AlH4)0.125(ClO4)0.875,Li,Te,AlH4,0.125,ClO4,0.875,Li3 Al0.125 Te1 H0.5 Cl0.875 O3.5,0.7600802690027114
Li3Te(AlH4)0.875(BCl4)0.125,Li,Te,AlH4,0.875,BCl4,0.125,Li3 Al0.875 B0.125 Te1 H3.5 Cl0.5,0.8329932157159707
Li3Te(AlH4)0.75(BCl4)0.25,Li,Te,AlH4,0.75,BCl4,0.25,Li3 Al0.75 B0.25 Te1 H3 Cl1,0.8517422591565231
Li3Te(AlH4)0.625(BCl4)0.375,Li,Te,AlH4,0.625,BCl4,0.375,Li3 Al0.625 B0.375 Te1 H2.5 Cl1.5,0.8704913025970755
Li3Te(AlH4)0.5(BCl4)0.5,Li,Te,AlH4,0.5,BCl4,0.5,Li3 Al0.5 B0.5 Te1 H2 Cl2,0.8892403460376279
Li3Te(AlH4)0.375(BCl4)0.625,Li,Te,AlH4,0.375,BCl4,0.625,Li3 Al0.375 B0.625 Te1 H1.5 Cl2.5,0.9079893894781803
Li3Te(AlH4)0.25(BCl4)0.75,Li,Te,AlH4,0.25,BCl4,0.75,Li3 Al0.25 B0.75 Te1 H1 Cl3,0.9267384329187327
Li3Te(AlH4)0.125(BCl4)0.875,Li,Te,AlH4,0.125,BCl4,0.875,Li3 Al0.125 B0.875 Te1 H0.5 Cl3.5,0.9454874763592851
Li3Te(AlH4)0.875Br0.125,Li,Te,AlH4,0.875,Br,0.125,Li3 Al0.875 Te1 H3.5 Br0.125,0.7934119017859156
Li3Te(AlH4)0.75Br0.25,Li,Te,AlH4,0.75,Br,0.25,Li3 Al0.75 Te1 H3 Br0.25,0.7725796312964129
Li3Te(AlH4)0.625Br0.375,Li,Te,AlH4,0.625,Br,0.375,Li3 Al0.625 Te1 H2.5 Br0.375,0.7517473608069103
Li3Te(AlH4)0.5Br0.5,Li,Te,AlH4,0.5,Br,0.5,Li3 Al0.5 Te1 H2 Br0.5,0.7309150903174076
Li3Te(AlH4)0.375Br0.625,Li,Te,AlH4,0.375,Br,0.625,Li3 Al0.375 Te1 H1.5 Br0.625,0.710082819827905
Li3Te(AlH4)0.25Br0.75,Li,Te,AlH4,0.25,Br,0.75,Li3 Al0.25 Te1 H1 Br0.75,0.6892505493384024
Li3Te(AlH4)0.125Br0.875,Li,Te,AlH4,0.125,Br,0.875,Li3 Al0.125 Te1 H0.5 Br0.875,0.6684182788488997
Li3Te(AlH4)0.875(NH2)0.125,Li,Te,AlH4,0.875,NH2,0.125,Li3 Al0.875 Te1 H3.75 N0.125,0.7859718051825219
Li3Te(AlH4)0.75(NH2)0.25,Li,Te,AlH4,0.75,NH2,0.25,Li3 Al0.75 Te1 H3.5 N0.25,0.7576994380896254
Li3Te(AlH4)0.625(NH2)0.375,Li,Te,AlH4,0.625,NH2,0.375,Li3 Al0.625 Te1 H3.25 N0.375,0.7294270709967289
Li3Te(AlH4)0.5(NH2)0.5,Li,Te,AlH4,0.5,NH2,0.5,Li3 Al0.5 Te1 H3 N0.5,0.7011547039038324
Li3Te(AlH4)0.375(NH2)0.625,Li,Te,AlH4,0.375,NH2,0.625,Li3 Al0.375 Te1 H2.75 N0.625,0.6728823368109359
Li3Te(AlH4)0.25(NH2)0.75,Li,Te,AlH4,0.25,NH2,0.75,Li3 Al0.25 Te1 H2.5 N0.75,0.6446099697180395
Li3Te(AlH4)0.125(NH2)0.875,Li,Te,AlH4,0.125,NH2,0.875,Li3 Al0.125 Te1 H2.25 N0.875,0.616337602625143
Li3TeF,Li,Te,F,1.0,,,Li3 Te1 F1,0.49759366083497786
Li3TeF0.875I0.125,Li,Te,F,0.875,I,0.125,Li3 Te1 I0.125 F0.875,0.5234851970147882
Li3TeF0.75I0.25,Li,Te,F,0.75,I,0.25,Li3 Te1 I0.25 F0.75,0.5493767331945988
Li3TeF0.625I0.375,Li,Te,F,0.625,I,0.375,Li3 Te1 I0.375 F0.625,0.5752682693744092
Li3TeF0.5I0.5,Li,Te,F,0.5,I,0.5,Li3 Te1 I0.5 F0.5,0.6011598055542197
Li3TeF0.375I0.625,Li,Te,F,0.375,I,0.625,Li3 Te1 I0.625 F0.375,0.6270513417340301
Li3TeF0.25I0.75,Li,Te,F,0.25,I,0.75,Li3 Te1 I0.75 F0.25,0.6529428779138405
Li3TeF0.125I0.875,Li,Te,F,0.125,I,0.875,Li3 Te1 I0.875 F0.125,0.678834414093651
Li3TeF0.875(NO2)0.125,Li,Te,F,0.875,NO2,0.125,Li3 Te1 N0.125 O0.25 F0.875,0.5151522888189872
Li3TeF0.75(NO2)0.25,Li,Te,F,0.75,NO2,0.25,Li3 Te1 N0.25 O0.5 F0.75,0.5327109168029966
Li3TeF0.625(NO2)0.375,Li,Te,F,0.625,NO2,0.375,Li3 Te1 N0.375 O0.75 F0.625,0.550269544787006
Li3TeF0.5(NO2)0.5,Li,Te,F,0.5,NO2,0.5,Li3 Te1 N0.5 O1 F0.5,0.5678281727710154
Li3TeF0.375(NO2)0.625,Li,Te,F,0.375,NO2,0.625,Li3 Te1 N0.625 O1.25 F0.375,0.5853868007550248
Li3TeF0.25(NO2)0.75,Li,Te,F,0.25,NO2,0.75,Li3 Te1 N0.75 O1.5 F0.25,0.6029454287390341
Li3TeF0.125(NO2)0.875,Li,Te,F,0.125,NO2,0.875,Li3 Te1 N0.875 O1.75 F0.125,0.6205040567230435
Li3TeF0.875(IO4)0.125,Li,Te,F,0.875,IO4,0.125,Li3 Te1 I0.125 O0.5 F0.875,0.5321157090747252
Li3TeF0.75(IO4)0.25,Li,Te,F,0.75,IO4,0.25,Li3 Te1 I0.25 O1 F0.75,0.5666377573144724
Li3TeF0.625(IO4)0.375,Li,Te,F,0.625,IO4,0.375,Li3 Te1 I0.375 O1.5 F0.625,0.6011598055542197
Li3TeF0.5(IO4)0.5,Li,Te,F,0.5,IO4,0.5,Li3 Te1 I0.5 O2 F0.5,0.6356818537939669
Li3TeF0.375(IO4)0.625,Li,Te,F,0.375,IO4,0.625,Li3 Te1 I0.625 O2.5 F0.375,0.6702039020337142
Li3TeF0.25(IO4)0.75,Li,Te,F,0.25,IO4,0.75,Li3 Te1 I0.75 O3 F0.25,0.7047259502734614
Li3TeF0.125(IO4)0.875,Li,Te,F,0.125,IO4,0.875,Li3 Te1 I0.875 O3.5 F0.125,0.7392479985132087
Li3TeF0.875(ICl4)0.125,Li,Te,F,0.875,ICl4,0.125,Li3 Te1 I0.125 Cl0.5 F0.875,0.5344965399878111
Li3TeF0.75(ICl4)0.25,Li,Te,F,0.75,ICl4,0.25,Li3 Te1 I0.25 Cl1 F0.75,0.5713994191406444
Li3TeF0.625(ICl4)0.375,Li,Te,F,0.625,ICl4,0.375,Li3 Te1 I0.375 Cl1.5 F0.625,0.6083022982934777
Li3TeF0.5(ICl4)0.5,Li,Te,F,0.5,ICl4,0.5,Li3 Te1 I0.5 Cl2 F0.5,0.645205177446311
Li3TeF0.375(ICl4)0.625,Li,Te,F,0.375,ICl4,0.625,Li3 Te1 I0.625 Cl2.5 F0.375,0.6821080565991443
Li3TeF0.25(ICl4)0.75,Li,Te,F,0.25,ICl4,0.75,Li3 Te1 I0.75 Cl3 F0.25,0.7190109357519775
Li3TeF0.125(ICl4)0.875,Li,Te,F,0.125,ICl4,0.875,Li3 Te1 I0.875 Cl3.5 F0.125,0.7559138149048108
Li3TeF0.875(NH2)0.125,Li,Te,F,0.875,NH2,0.125,Li3 Te1 H0.25 N0.125 F0.875,0.5089026076721365
Li3TeF0.75(NH2)0.25,Li,Te,F,0.75,NH2,0.25,Li3 Te1 H0.5 N0.25 F0.75,0.520211554509295
Li3TeF0.625(NH2)0.375,Li,Te,F,0.625,NH2,0.375,Li3 Te1 H0.75 N0.375 F0.625,0.5315205013464536
Li3TeF0.5(NH2)0.5,Li,Te,F,0.5,NH2,0.5,Li3 Te1 H1 N0.5 F0.5,0.5428294481836122
Li3TeF0.375(NH2)0.625,Li,Te,F,0.375,NH2,0.625,Li3 Te1 H1.25 N0.625 F0.375,0.5541383950207708
Li3TeF0.25(NH2)0.75,Li,Te,F,0.25,NH2,0.75,Li3 Te1 H1.5 N0.75 F0.25,0.5654473418579293
Li3TeF0.125(NH2)0.875,Li,Te,F,0.125,NH2,0.875,Li3 Te1 H1.75 N0.875 F0.125,0.576756288695088
Li3TeClO4,Li,Te,ClO4,1.0,,,Li3 Te1 Cl1 O4,0.7523425685351818
Li3Te(ClO4)0.875I0.125,Li,Te,ClO4,0.875,I,0.125,Li3 Te1 I0.125 Cl0.875 O3.5,0.7463904912524668
Li3Te(ClO4)0.75I0.25,Li,Te,ClO4,0.75,I,0.25,Li3 Te1 I0.25 Cl0.75 O3,0.7404384139697517
Li3Te(ClO4)0.625I0.375,Li,Te,ClO4,0.625,I,0.375,Li3 Te1 I0.375 Cl0.625 O2.5,0.7344863366870367
Li3Te(ClO4)0.5I0.5,Li,Te,ClO4,0.5,I,0.5,Li3 Te1 I0.5 Cl0.5 O2,0.7285342594043216
Li3Te(ClO4)0.375I0.625,Li,Te,ClO4,0.375,I,0.625,Li3 Te1 I0.625 Cl0.375 O1.5,0.7225821821216066
Li3Te(ClO4)0.25I0.75,Li,Te,ClO4,0.25,I,0.75,Li3 Te1 I0.75 Cl0.25 O1,0.7166301048388916
Li3Te(ClO4)0.125I0.875,Li,Te,ClO4,0.125,I,0.875,Li3 Te1 I0.875 Cl0.125 O0.5,0.7106780275561765
Li3Te(ClO4)0.875(NO2)0.125,Li,Te,ClO4,0.875,NO2,0.125,Li3 Te1 N0.125 Cl0.875 O3.75,0.7380575830566657
Li3Te(ClO4)0.75(NO2)0.25,Li,Te,ClO4,0.75,NO2,0.25,Li3 Te1 N0.25 Cl0.75 O3.5,0.7237725975781496
Li3Te(ClO4)0.625(NO2)0.375,Li,Te,ClO4,0.625,NO2,0.375,Li3 Te1 N0.375 Cl0.625 O3.25,0.7094876120996335
Li3Te(ClO4)0.5(NO2)0.5,Li,Te,ClO4,0.5,NO2,0.5,Li3 Te1 N0.5 Cl0.5 O3,0.6952026266211173
Li3Te(ClO4)0.375(NO2)0.625,Li,Te,ClO4,0.375,NO2,0.625,Li3 Te1 N0.625 Cl0.375 O2.75,0.6809176411426012
Li3Te(ClO4)0.25(NO2)0.75,Li,Te,ClO4,0.25,NO2,0.75,Li3 Te1 N0.75 Cl0.25 O2.5,0.6666326556640851
Li3Te(ClO4)0.125(NO2)0.875,Li,Te,ClO4,0.125,NO2,0.875,Li3 Te1 N0.875 Cl0.125 O2.25,0.652347670185569
Li3Te(ClO4)0.875(IO4)0.125,Li,Te,ClO4,0.875,IO4,0.125,Li3 Te1 I0.125 Cl0.875 O4,0.7550210033124036
Li3Te(ClO4)0.75(IO4)0.25,Li,Te,ClO4,0.75,IO4,0.25,Li3 Te1 I0.25 Cl0.75 O4,0.7576994380896254
Li3Te(ClO4)0.625(IO4)0.375,Li,Te,ClO4,0.625,IO4,0.375,Li3 Te1 I0.375 Cl0.625 O4,0.7603778728668471
Li3Te(ClO4)0.5(IO4)0.5,Li,Te,ClO4,0.5,IO4,0.5,Li3 Te1 I0.5 Cl0.5 O4,0.7630563076440688
Li3Te(ClO4)0.375(IO4)0.625,Li,Te,ClO4,0.375,IO4,0.625,Li3 Te1 I0.625 Cl0.375 O4,0.7657347424212907
Li3Te(ClO4)0.25(IO4)0.75,Li,Te,ClO4,0.25,IO4,0.75,Li3 Te1 I0.75 Cl0.25 O4,0.7684131771985124
Li3Te(ClO4)0.125(IO4)0.875,Li,Te,ClO4,0.125,IO4,0.875,Li3 Te1 I0.875 Cl0.125 O4,0.7710916119757342
Li3Te(ClO4)0.875(ICl4)0.125,Li,Te,ClO4,0.875,ICl4,0.125,Li3 Te1 I0.125 Cl1.375 O3.5,0.7574018342254896
Li3Te(ClO4)0.75(ICl4)0.25,Li,Te,ClO4,0.75,ICl4,0.25,Li3 Te1 I0.25 Cl1.75 O3,0.7624610999157974
Li3Te(ClO4)0.625(ICl4)0.375,Li,Te,ClO4,0.625,ICl4,0.375,Li3 Te1 I0.375 Cl2.125 O2.5,0.7675203656061051
Li3Te(ClO4)0.5(ICl4)0.5,Li,Te,ClO4,0.5,ICl4,0.5,Li3 Te1 I0.5 Cl2.5 O2,0.7725796312964129
Li3Te(ClO4)0.375(ICl4)0.625,Li,Te,ClO4,0.375,ICl4,0.625,Li3 Te1 I0.625 Cl2.875 O1.5,0.7776388969867207
Li3Te(ClO4)0.25(ICl4)0.75,Li,Te,ClO4,0.25,ICl4,0.75,Li3 Te1 I0.75 Cl3.25 O1,0.7826981626770285
Li3Te(ClO4)0.125(ICl4)0.875,Li,Te,ClO4,0.125,ICl4,0.875,Li3 Te1 I0.875 Cl3.625 O0.5,0.7877574283673363
Li3Te(ClO4)0.875F0.125,Li,Te,ClO4,0.875,F,0.125,Li3 Te1 Cl0.875 O3.5 F0.125,0.7204989550726563
Li3Te(ClO4)0.75F0.25,Li,Te,ClO4,0.75,F,0.25,Li3 Te1 Cl0.75 O3 F0.25,0.6886553416101309
Li3Te(ClO4)0.625F0.375,Li,Te,ClO4,0.625,F,0.375,Li3 Te1 Cl0.625 O2.5 F0.375,0.6568117281476054
Li3Te(ClO4)0.5F0.5,Li,Te,ClO4,0.5,F,0.5,Li3 Te1 Cl0.5 O2 F0.5,0.6249681146850798
Li3Te(ClO4)0.375F0.625,Li,Te,ClO4,0.375,F,0.625,Li3 Te1 Cl0.375 O1.5 F0.625,0.5931245012225543
Li3Te(ClO4)0.25F0.75,Li,Te,ClO4,0.25,F,0.75,Li3 Te1 Cl0.25 O1 F0.75,0.5612808877600288
Li3Te(ClO4)0.125F0.875,Li,Te,ClO4,0.125,F,0.875,Li3 Te1 Cl0.125 O0.5 F0.875,0.5294372742975033
Li3Te(ClO4)0.875(NH2)0.125,Li,Te,ClO4,0.875,NH2,0.125,Li3 Te1 H0.25 N0.125 Cl0.875 O3.5,0.7318079019098149
Li3Te(ClO4)0.75(NH2)0.25,Li,Te,ClO4,0.75,NH2,0.25,Li3 Te1 H0.5 N0.25 Cl0.75 O3,0.711273235284448
Li3Te(ClO4)0.625(NH2)0.375,Li,Te,ClO4,0.625,NH2,0.375,Li3 Te1 H0.75 N0.375 Cl0.625 O2.5,0.6907385686590811
Li3Te(ClO4)0.5(NH2)0.5,Li,Te,ClO4,0.5,NH2,0.5,Li3 Te1 H1 N0.5 Cl0.5 O2,0.6702039020337142
Li3Te(ClO4)0.375(NH2)0.625,Li,Te,ClO4,0.375,NH2,0.625,Li3 Te1 H1.25 N0.625 Cl0.375 O1.5,0.6496692354083473
Li3Te(ClO4)0.25(NH2)0.75,Li,Te,ClO4,0.25,NH2,0.75,Li3 Te1 H1.5 N0.75 Cl0.25 O1,0.6291345687829804
Li3Te(ClO4)0.125(NH2)0.875,Li,Te,ClO4,0.125,NH2,0.875,Li3 Te1 H1.75 N0.875 Cl0.125 O0.5,0.6085999021576135
Li3TeAlCl4,Li,Te,AlCl4,1.0,,,Li3 Al1 Te1 Cl4,0.8832882687549128
Li3Te(AlCl4)0.875I0.125,Li,Te,AlCl4,0.875,I,0.125,Li3 Al0.875 Te1 I0.125 Cl3.5,0.8609679789447314
Li3Te(AlCl4)0.75I0.25,Li,Te,AlCl4,0.75,I,0.25,Li3 Al0.75 Te1 I0.25 Cl3,0.83864768913455
Li3Te(AlCl4)0.625I0.375,Li,Te,AlCl4,0.625,I,0.375,Li3 Al0.625 Te1 I0.375 Cl2.5,0.8163273993243686
Li3Te(AlCl4)0.5I0.5,Li,Te,AlCl4,0.5,I,0.5,Li3 Al0.5 Te1 I0.5 Cl2,0.7940071095141872
Li3Te(AlCl4)0.375I0.625,Li,Te,AlCl4,0.375,I,0.625,Li3 Al0.375 Te1 I0.625 Cl1.5,0.7716868197040057
Li3Te(AlCl4)0.25I0.75,Li,Te,AlCl4,0.25,I,0.75,Li3 Al0.25 Te1 I0.75 Cl1,0.7493665298938242
Li3Te(AlCl4)0.125I0.875,Li,Te,AlCl4,0.125,I,0.875,Li3 Al0.125 Te1 I0.875 Cl0.5,0.7270462400836428
Li3Te(AlCl4)0.875(NO2)0.125,Li,Te,AlCl4,0.875,NO2,0.125,Li3 Al0.875 Te1 N0.125 Cl3.5 O0.25,0.8526350707489303
Li3Te(AlCl4)0.75(NO2)0.25,Li,Te,AlCl4,0.75,NO2,0.25,Li3 Al0.75 Te1 N0.25 Cl3 O0.5,0.8219818727429479
Li3Te(AlCl4)0.625(NO2)0.375,Li,Te,AlCl4,0.625,NO2,0.375,Li3 Al0.625 Te1 N0.375 Cl2.5 O0.75,0.7913286747369653
Li3Te(AlCl4)0.5(NO2)0.5,Li,Te,AlCl4,0.5,NO2,0.5,Li3 Al0.5 Te1 N0.5 Cl2 O1,0.7606754767309829
Li3Te(AlCl4)0.375(NO2)0.625,Li,Te,AlCl4,0.375,NO2,0.625,Li3 Al0.375 Te1 N0.625 Cl1.5 O1.25,0.7300222787250004
Li3Te(AlCl4)0.25(NO2)0.75,Li,Te,AlCl4,0.25,NO2,0.75,Li3 Al0.25 Te1 N0.75 Cl1 O1.5,0.6993690807190179
Li3Te(AlCl4)0.125(NO2)0.875,Li,Te,AlCl4,0.125,NO2,0.875,Li3 Al0.125 Te1 N0.875 Cl0.5 O1.75,0.6687158827130354
Li3Te(AlCl4)0.875(IO4)0.125,Li,Te,AlCl4,0.875,IO4,0.125,Li3 Al0.875 Te1 I0.125 Cl3.5 O0.5,0.8695984910046682
Li3Te(AlCl4)0.75(IO4)0.25,Li,Te,AlCl4,0.75,IO4,0.25,Li3 Al0.75 Te1 I0.25 Cl3 O1,0.8559087132544236
Li3Te(AlCl4)0.625(IO4)0.375,Li,Te,AlCl4,0.625,IO4,0.375,Li3 Al0.625 Te1 I0.375 Cl2.5 O1.5,0.842218935504179
Li3Te(AlCl4)0.5(IO4)0.5,Li,Te,AlCl4,0.5,IO4,0.5,Li3 Al0.5 Te1 I0.5 Cl2 O2,0.8285291577539344
Li3Te(AlCl4)0.375(IO4)0.625,Li,Te,AlCl4,0.375,IO4,0.625,Li3 Al0.375 Te1 I0.625 Cl1.5 O2.5,0.8148393800036898
Li3Te(AlCl4)0.25(IO4)0.75,Li,Te,AlCl4,0.25,IO4,0.75,Li3 Al0.25 Te1 I0.75 Cl1 O3,0.8011496022534452
Li3Te(AlCl4)0.125(IO4)0.875,Li,Te,AlCl4,0.125,IO4,0.875,Li3 Al0.125 Te1 I0.875 Cl0.5 O3.5,0.7874598245032006
Li3Te(AlCl4)0.875(CN)0.125,Li,Te,AlCl4,0.875,CN,0.125,Li3 Al0.875 Te1 C0.125 N0.125 Cl3.5,0.8523374668847946
Li3Te(AlCl4)0.75(CN)0.25,Li,Te,AlCl4,0.75,CN,0.25,Li3 Al0.75 Te1 C0.25 N0.25 Cl3,0.8213866650146764
Li3Te(AlCl4)0.625(CN)0.375,Li,Te,AlCl4,0.625,CN,0.375,Li3 Al0.625 Te1 C0.375 N0.375 Cl2.5,0.790435863144558
Li3Te(AlCl4)0.5(CN)0.5,Li,Te,AlCl4,0.5,CN,0.5,Li3 Al0.5 Te1 C0.5 N0.5 Cl2,0.7594850612744398
Li3Te(AlCl4)0.375(CN)0.625,Li,Te,AlCl4,0.375,CN,0.625,Li3 Al0.375 Te1 C0.625 N0.625 Cl1.5,0.7285342594043216
Li3Te(AlCl4)0.25(CN)0.75,Li,Te,AlCl4,0.25,CN,0.75,Li3 Al0.25 Te1 C0.75 N0.75 Cl1,0.6975834575342034
Li3Te(AlCl4)0.125(CN)0.875,Li,Te,AlCl4,0.125,CN,0.875,Li3 Al0.125 Te1 C0.875 N0.875 Cl0.5,0.6666326556640851
Li3Te(AlCl4)0.875Cl0.125,Li,Te,AlCl4,0.875,Cl,0.125,Li3 Al0.875 Te1 Cl3.625,0.8493614282434371
Li3Te(AlCl4)0.75Cl0.25,Li,Te,AlCl4,0.75,Cl,0.25,Li3 Al0.75 Te1 Cl3.25,0.8154345877319613
Li3Te(AlCl4)0.625Cl0.375,Li,Te,AlCl4,0.625,Cl,0.375,Li3 Al0.625 Te1 Cl2.875,0.7815077472204855
Li3Te(AlCl4)0.5Cl0.5,Li,Te,AlCl4,0.5,Cl,0.5,Li3 Al0.5 Te1 Cl2.5,0.7475809067090098
Li3Te(AlCl4)0.375Cl0.625,Li,Te,AlCl4,0.375,Cl,0.625,Li3 Al0.375 Te1 Cl2.125,0.713654066197534
Li3Te(AlCl4)0.25Cl0.75,Li,Te,AlCl4,0.25,Cl,0.75,Li3 Al0.25 Te1 Cl1.75,0.6797272256860583
Li3Te(AlCl4)0.125Cl0.875,Li,Te,AlCl4,0.125,Cl,0.875,Li3 Al0.125 Te1 Cl1.375,0.6458003851745825
Li3Te(AlCl4)0.875(ICl4)0.125,Li,Te,AlCl4,0.875,ICl4,0.125,Li3 Al0.875 Te1 I0.125 Cl4,0.8719793219177542
Li3Te(AlCl4)0.75(ICl4)0.25,Li,Te,AlCl4,0.75,ICl4,0.25,Li3 Al0.75 Te1 I0.25 Cl4,0.8606703750805956
Li3Te(AlCl4)0.625(ICl4)0.375,Li,Te,AlCl4,0.625,ICl4,0.375,Li3 Al0.625 Te1 I0.375 Cl4,0.8493614282434371
Li3Te(AlCl4)0.5(ICl4)0.5,Li,Te,AlCl4,0.5,ICl4,0.5,Li3 Al0.5 Te1 I0.5 Cl4,0.8380524814062785
Li3Te(AlCl4)0.375(ICl4)0.625,Li,Te,AlCl4,0.375,ICl4,0.625,Li3 Al0.375 Te1 I0.625 Cl4,0.8267435345691199
Li3Te(AlCl4)0.25(ICl4)0.75,Li,Te,AlCl4,0.25,ICl4,0.75,Li3 Al0.25 Te1 I0.75 Cl4,0.8154345877319613
Li3Te(AlCl4)0.125(ICl4)0.875,Li,Te,AlCl4,0.125,ICl4,0.875,Li3 Al0.125 Te1 I0.875 Cl4,0.8041256408948028
Li3Te(AlCl4)0.875(AlF4)0.125,Li,Te,AlCl4,0.875,AlF4,0.125,Li3 Al1 Te1 Cl3.5 F0.5,0.8773361914721978
Li3Te(AlCl4)0.75(AlF4)0.25,Li,Te,AlCl4,0.75,AlF4,0.25,Li3 Al1 Te1 Cl3 F1,0.8713841141894827
Li3Te(AlCl4)0.625(AlF4)0.375,Li,Te,AlCl4,0.625,AlF4,0.375,Li3 Al1 Te1 Cl2.5 F1.5,0.8654320369067677
Li3Te(AlCl4)0.5(AlF4)0.5,Li,Te,AlCl4,0.5,AlF4,0.5,Li3 Al1 Te1 Cl2 F2,0.8594799596240527
Li3Te(AlCl4)0.375(AlF4)0.625,Li,Te,AlCl4,0.375,AlF4,0.625,Li3 Al1 Te1 Cl1.5 F2.5,0.8535278823413376
Li3Te(AlCl4)0.25(AlF4)0.75,Li,Te,AlCl4,0.25,AlF4,0.75,Li3 Al1 Te1 Cl1 F3,0.8475758050586225
Li3Te(AlCl4)0.125(AlF4)0.875,Li,Te,AlCl4,0.125,AlF4,0.875,Li3 Al1 Te1 Cl0.5 F3.5,0.8416237277759075
Li3Te(AlCl4)0.875(BH4)0.125,Li,Te,AlCl4,0.875,BH4,0.125,Li3 Al0.875 B0.125 Te1 H0.5 Cl3.5,0.8559087132544236
Li3Te(AlCl4)0.75(BH4)0.25,Li,Te,AlCl4,0.75,BH4,0.25,Li3 Al0.75 B0.25 Te1 H1 Cl3,0.8285291577539344
Li3Te(AlCl4)0.625(BH4)0.375,Li,Te,AlCl4,0.625,BH4,0.375,Li3 Al0.625 B0.375 Te1 H1.5 Cl2.5,0.8011496022534452
Li3Te(AlCl4)0.5(BH4)0.5,Li,Te,AlCl4,0.5,BH4,0.5,Li3 Al0.5 B0.5 Te1 H2 Cl2,0.773770046752956
Li3Te(AlCl4)0.375(BH4)0.625,Li,Te,AlCl4,0.375,BH4,0.625,Li3 Al0.375 B0.625 Te1 H2.5 Cl1.5,0.7463904912524668
Li3Te(AlCl4)0.25(BH4)0.75,Li,Te,AlCl4,0.25,BH4,0.75,Li3 Al0.25 B0.75 Te1 H3 Cl1,0.7190109357519775
