formula,X,B,A,A_w,A_d,A_dw,composition,Tolerance_Factor
Li3Se(AlH4)0.75(CN)0.25,Li,Se,AlH4,0.75,CN,0.25,Li3 Al0.75 H3 Se1 C0.25 N0.25,0.8342053540823047
Li3Se(AlH4)0.625(CN)0.375,Li,Se,AlH4,0.625,CN,0.375,Li3 Al0.625 H2.5 Se1 C0.375 N0.375,0.8100114633026555
Li3Se(AlH4)0.5(CN)0.5,Li,Se,AlH4,0.5,CN,0.5,Li3 Al0.5 H2 Se1 C0.5 N0.5,0.7858175725230063
Li3Se(AlH4)0.375(CN)0.625,Li,Se,AlH4,0.375,CN,0.625,Li3 Al0.375 H1.5 Se1 C0.625 N0.625,0.761623681743357
Li3Se(AlH4)0.25(CN)0.75,Li,Se,AlH4,0.25,CN,0.75,Li3 Al0.25 H1 Se1 C0.75 N0.75,0.7374297909637079
Li3Se(AlH4)0.125(CN)0.875,Li,Se,AlH4,0.125,CN,0.875,Li3 Al0.125 H0.5 Se1 C0.875 N0.875,0.7132359001840587
Li3Se(AlH4)0.875Cl0.125,Li,Se,AlH4,0.875,Cl,0.125,Li3 Al0.875 H3.5 Se1 Cl0.125,0.8551733927580006
Li3Se(AlH4)0.75Cl0.25,Li,Se,AlH4,0.75,Cl,0.25,Li3 Al0.75 H3 Se1 Cl0.25,0.8277536498743983
Li3Se(AlH4)0.625Cl0.375,Li,Se,AlH4,0.625,Cl,0.375,Li3 Al0.625 H2.5 Se1 Cl0.375,0.8003339069907958
Li3Se(AlH4)0.5Cl0.5,Li,Se,AlH4,0.5,Cl,0.5,Li3 Al0.5 H2 Se1 Cl0.5,0.7729141641071934
Li3Se(AlH4)0.375Cl0.625,Li,Se,AlH4,0.375,Cl,0.625,Li3 Al0.375 H1.5 Se1 Cl0.625,0.7454944212235909
Li3Se(AlH4)0.25Cl0.75,Li,Se,AlH4,0.25,Cl,0.75,Li3 Al0.25 H1 Se1 Cl0.75,0.7180746783399885
Li3Se(AlH4)0.875(ICl4)0.125,Li,Se,AlH4,0.875,ICl4,0.125,Li3 Al0.875 H3.5 Se1 I0.125 Cl0.5,0.8796898687480452
Li3Se(AlH4)0.75(ICl4)0.25,Li,Se,AlH4,0.75,ICl4,0.25,Li3 Al0.75 H3 Se1 I0.25 Cl1,0.8767866018544873
Li3Se(AlH4)0.625(ICl4)0.375,Li,Se,AlH4,0.625,ICl4,0.375,Li3 Al0.625 H2.5 Se1 I0.375 Cl1.5,0.8738833349609294
Li3Se(AlH4)0.5(ICl4)0.5,Li,Se,AlH4,0.5,ICl4,0.5,Li3 Al0.5 H2 Se1 I0.5 Cl2,0.8709800680673715
Li3Se(AlH4)0.375(ICl4)0.625,Li,Se,AlH4,0.375,ICl4,0.625,Li3 Al0.375 H1.5 Se1 I0.625 Cl2.5,0.8680768011738136
Li3Se(AlH4)0.25(ICl4)0.75,Li,Se,AlH4,0.25,ICl4,0.75,Li3 Al0.25 H1 Se1 I0.75 Cl3,0.8651735342802557
Li3Se(AlH4)0.125(ICl4)0.875,Li,Se,AlH4,0.125,ICl4,0.875,Li3 Al0.125 H0.5 Se1 I0.875 Cl3.5,0.8622702673866978
Li3Se(AlH4)0.875(BH4)0.125,Li,Se,AlH4,0.875,BH4,0.125,Li3 Al0.875 B0.125 H4 Se1,0.8622702673866978
Li3Se(AlH4)0.75(BH4)0.25,Li,Se,AlH4,0.75,BH4,0.25,Li3 Al0.75 B0.25 H4 Se1,0.8419473991317924
Li3Se(AlH4)0.625(BH4)0.375,Li,Se,AlH4,0.625,BH4,0.375,Li3 Al0.625 B0.375 H4 Se1,0.8216245308768871
Li3Se(AlH4)0.5(BH4)0.5,Li,Se,AlH4,0.5,BH4,0.5,Li3 Al0.5 B0.5 H4 Se1,0.8013016626219818
Li3Se(AlH4)0.375(BH4)0.625,Li,Se,AlH4,0.375,BH4,0.625,Li3 Al0.375 B0.625 H4 Se1,0.7809787943670764
Li3Se(AlH4)0.25(BH4)0.75,Li,Se,AlH4,0.25,BH4,0.75,Li3 Al0.25 B0.75 H4 Se1,0.7606559261121711
Li3Se(AlH4)0.125(BH4)0.875,Li,Se,AlH4,0.125,BH4,0.875,Li3 Al0.125 B0.875 H4 Se1,0.7403330578572658
Li3Se(AlH4)0.875(BF4)0.125,Li,Se,AlH4,0.875,BF4,0.125,Li3 Al0.875 B0.125 H3.5 Se1 F0.5,0.8751736758025107
Li3Se(AlH4)0.75(BF4)0.25,Li,Se,AlH4,0.75,BF4,0.25,Li3 Al0.75 B0.25 H3 Se1 F1,0.8677542159634183
Li3Se(AlH4)0.625(BF4)0.375,Li,Se,AlH4,0.625,BF4,0.375,Li3 Al0.625 B0.375 H2.5 Se1 F1.5,0.8603347561243259
Li3Se(AlH4)0.5(BF4)0.5,Li,Se,AlH4,0.5,BF4,0.5,Li3 Al0.5 B0.5 H2 Se1 F2,0.8529152962852334
Li3Se(AlH4)0.375(BF4)0.625,Li,Se,AlH4,0.375,BF4,0.625,Li3 Al0.375 B0.625 H1.5 Se1 F2.5,0.845495836446141
Li3Se(AlH4)0.25(BF4)0.75,Li,Se,AlH4,0.25,BF4,0.75,Li3 Al0.25 B0.75 H1 Se1 F3,0.8380763766070486
Li3Se(AlH4)0.125(BF4)0.875,Li,Se,AlH4,0.125,BF4,0.875,Li3 Al0.125 B0.875 H0.5 Se1 F3.5,0.8306569167679562
Li3Se(AlH4)0.875F0.125,Li,Se,AlH4,0.875,F,0.125,Li3 Al0.875 H3.5 Se1 F0.125,0.8396893026590252
Li3Se(AlH4)0.75F0.25,Li,Se,AlH4,0.75,F,0.25,Li3 Al0.75 H3 Se1 F0.25,0.7967854696764473
Li3Se(AlH4)0.625F0.375,Li,Se,AlH4,0.625,F,0.375,Li3 Al0.625 H2.5 Se1 F0.375,0.7538816366938693
Li3Se(AlH4)0.5F0.5,Li,Se,AlH4,0.5,F,0.5,Li3 Al0.5 H2 Se1 F0.5,0.7109778037112914
Li3Se(AlH4)0.875(ClO4)0.125,Li,Se,AlH4,0.875,ClO4,0.125,Li3 Al0.875 H3.5 Se1 Cl0.125 O0.5,0.8742059201713247
Li3Se(AlH4)0.75(ClO4)0.25,Li,Se,AlH4,0.75,ClO4,0.25,Li3 Al0.75 H3 Se1 Cl0.25 O1,0.8658187047010463
Li3Se(AlH4)0.625(ClO4)0.375,Li,Se,AlH4,0.625,ClO4,0.375,Li3 Al0.625 H2.5 Se1 Cl0.375 O1.5,0.857431489230768
Li3Se(AlH4)0.5(ClO4)0.5,Li,Se,AlH4,0.5,ClO4,0.5,Li3 Al0.5 H2 Se1 Cl0.5 O2,0.8490442737604895
Li3Se(AlH4)0.375(ClO4)0.625,Li,Se,AlH4,0.375,ClO4,0.625,Li3 Al0.375 H1.5 Se1 Cl0.625 O2.5,0.8406570582902112
Li3Se(AlH4)0.25(ClO4)0.75,Li,Se,AlH4,0.25,ClO4,0.75,Li3 Al0.25 H1 Se1 Cl0.75 O3,0.8322698428199328
Li3Se(AlH4)0.125(ClO4)0.875,Li,Se,AlH4,0.125,ClO4,0.875,Li3 Al0.125 H0.5 Se1 Cl0.875 O3.5,0.8238826273496543
Li3Se(AlH4)0.875(BCl4)0.125,Li,Se,AlH4,0.875,BCl4,0.125,Li3 Al0.875 B0.125 H3.5 Se1 Cl0.5,0.9029160038965084
Li3Se(AlH4)0.75(BCl4)0.25,Li,Se,AlH4,0.75,BCl4,0.25,Li3 Al0.75 B0.25 H3 Se1 Cl1,0.9232388721514138
Li3Se(AlH4)0.625(BCl4)0.375,Li,Se,AlH4,0.625,BCl4,0.375,Li3 Al0.625 B0.375 H2.5 Se1 Cl1.5,0.9435617404063192
Li3Se(AlH4)0.5(BCl4)0.5,Li,Se,AlH4,0.5,BCl4,0.5,Li3 Al0.5 B0.5 H2 Se1 Cl2,0.9638846086612244
Li3Se(AlH4)0.375(BCl4)0.625,Li,Se,AlH4,0.375,BCl4,0.625,Li3 Al0.375 B0.625 H1.5 Se1 Cl2.5,0.9842074769161298
Li3Se(AlH4)0.25(BCl4)0.75,Li,Se,AlH4,0.25,BCl4,0.75,Li3 Al0.25 B0.75 H1 Se1 Cl3,1.004530345171035
Li3Se(AlH4)0.125(BCl4)0.875,Li,Se,AlH4,0.125,BCl4,0.875,Li3 Al0.125 B0.875 H0.5 Se1 Cl3.5,1.0248532134259405
Li3Se(AlH4)0.875Br0.125,Li,Se,AlH4,0.875,Br,0.125,Li3 Al0.875 H3.5 Se1 Br0.125,0.8600121709139306
Li3Se(AlH4)0.75Br0.25,Li,Se,AlH4,0.75,Br,0.25,Li3 Al0.75 H3 Se1 Br0.25,0.8374312061862579
Li3Se(AlH4)0.625Br0.375,Li,Se,AlH4,0.625,Br,0.375,Li3 Al0.625 H2.5 Se1 Br0.375,0.8148502414585853
Li3Se(AlH4)0.5Br0.5,Li,Se,AlH4,0.5,Br,0.5,Li3 Al0.5 H2 Se1 Br0.5,0.7922692767309127
Li3Se(AlH4)0.375Br0.625,Li,Se,AlH4,0.375,Br,0.625,Li3 Al0.375 H1.5 Se1 Br0.625,0.7696883120032402
Li3Se(AlH4)0.25Br0.75,Li,Se,AlH4,0.25,Br,0.75,Li3 Al0.25 H1 Se1 Br0.75,0.7471073472755675
Li3Se(AlH4)0.125Br0.875,Li,Se,AlH4,0.125,Br,0.875,Li3 Al0.125 H0.5 Se1 Br0.875,0.7245263825478949
Li3Se(AlH4)0.875(NH2)0.125,Li,Se,AlH4,0.875,NH2,0.125,Li3 Al0.875 H3.75 Se1 N0.125,0.8519475406540474
Li3Se(AlH4)0.75(NH2)0.25,Li,Se,AlH4,0.75,NH2,0.25,Li3 Al0.75 H3.5 Se1 N0.25,0.8213019456664917
Li3Se(AlH4)0.625(NH2)0.375,Li,Se,AlH4,0.625,NH2,0.375,Li3 Al0.625 H3.25 Se1 N0.375,0.7906563506789361
Li3Se(AlH4)0.5(NH2)0.5,Li,Se,AlH4,0.5,NH2,0.5,Li3 Al0.5 H3 Se1 N0.5,0.7600107556913804
Li3Se(AlH4)0.375(NH2)0.625,Li,Se,AlH4,0.375,NH2,0.625,Li3 Al0.375 H2.75 Se1 N0.625,0.7293651607038248
Li3SeF0.25I0.75,Li,Se,F,0.25,I,0.75,Li3 Se1 I0.75 F0.25,0.7077519516073382
Li3SeF0.125I0.875,Li,Se,F,0.125,I,0.875,Li3 Se1 I0.875 F0.125,0.7358168649117313
Li3SeF0.375(IO4)0.625,Li,Se,F,0.375,IO4,0.625,Li3 Se1 I0.625 O2.5 F0.375,0.7264618938102669
Li3SeF0.25(IO4)0.75,Li,Se,F,0.25,IO4,0.75,Li3 Se1 I0.75 O3 F0.25,0.7638817782161244
Li3SeF0.125(IO4)0.875,Li,Se,F,0.125,IO4,0.875,Li3 Se1 I0.875 O3.5 F0.125,0.8013016626219818
Li3SeF0.375(ICl4)0.625,Li,Se,F,0.375,ICl4,0.625,Li3 Se1 I0.625 Cl2.5 F0.375,0.7393653022260798
Li3SeF0.25(ICl4)0.75,Li,Se,F,0.25,ICl4,0.75,Li3 Se1 I0.75 Cl3 F0.25,0.7793658683150998
Li3SeF0.125(ICl4)0.875,Li,Se,F,0.125,ICl4,0.875,Li3 Se1 I0.875 Cl3.5 F0.125,0.8193664344041198
Li3SeClO4,Li,Se,ClO4,1.0,,,Li3 Se1 Cl1 O4,0.815495411879376
Li3Se(ClO4)0.875I0.125,Li,Se,ClO4,0.875,I,0.125,Li3 Se1 I0.125 Cl0.875 O3.5,0.8090437076714695
Li3Se(ClO4)0.75I0.25,Li,Se,ClO4,0.75,I,0.25,Li3 Se1 I0.25 Cl0.75 O3,0.8025920034635631
Li3Se(ClO4)0.625I0.375,Li,Se,ClO4,0.625,I,0.375,Li3 Se1 I0.375 Cl0.625 O2.5,0.7961402992556567
Li3Se(ClO4)0.5I0.5,Li,Se,ClO4,0.5,I,0.5,Li3 Se1 I0.5 Cl0.5 O2,0.7896885950477501
Li3Se(ClO4)0.375I0.625,Li,Se,ClO4,0.375,I,0.625,Li3 Se1 I0.625 Cl0.375 O1.5,0.7832368908398437
Li3Se(ClO4)0.25I0.75,Li,Se,ClO4,0.25,I,0.75,Li3 Se1 I0.75 Cl0.25 O1,0.7767851866319372
Li3Se(ClO4)0.125I0.875,Li,Se,ClO4,0.125,I,0.875,Li3 Se1 I0.875 Cl0.125 O0.5,0.7703334824240308
Li3Se(ClO4)0.875(NO2)0.125,Li,Se,ClO4,0.875,NO2,0.125,Li3 Se1 N0.125 Cl0.875 O3.75,0.8000113217804005
Li3Se(ClO4)0.75(NO2)0.25,Li,Se,ClO4,0.75,NO2,0.25,Li3 Se1 N0.25 Cl0.75 O3.5,0.784527231681425
Li3Se(ClO4)0.625(NO2)0.375,Li,Se,ClO4,0.625,NO2,0.375,Li3 Se1 N0.375 Cl0.625 O3.25,0.7690431415824495
Li3Se(ClO4)0.5(NO2)0.5,Li,Se,ClO4,0.5,NO2,0.5,Li3 Se1 N0.5 Cl0.5 O3,0.753559051483474
Li3Se(ClO4)0.375(NO2)0.625,Li,Se,ClO4,0.375,NO2,0.625,Li3 Se1 N0.625 Cl0.375 O2.75,0.7380749613844985
Li3Se(ClO4)0.25(NO2)0.75,Li,Se,ClO4,0.25,NO2,0.75,Li3 Se1 N0.75 Cl0.25 O2.5,0.722590871285523
Li3Se(ClO4)0.125(NO2)0.875,Li,Se,ClO4,0.125,NO2,0.875,Li3 Se1 N0.875 Cl0.125 O2.25,0.7071067811865476
Li3Se(ClO4)0.875(IO4)0.125,Li,Se,ClO4,0.875,IO4,0.125,Li3 Se1 I0.125 Cl0.875 O4,0.8183986787729339
Li3Se(ClO4)0.75(IO4)0.25,Li,Se,ClO4,0.75,IO4,0.25,Li3 Se1 I0.25 Cl0.75 O4,0.8213019456664917
Li3Se(ClO4)0.625(IO4)0.375,Li,Se,ClO4,0.625,IO4,0.375,Li3 Se1 I0.375 Cl0.625 O4,0.8242052125600496
Li3Se(ClO4)0.5(IO4)0.5,Li,Se,ClO4,0.5,IO4,0.5,Li3 Se1 I0.5 Cl0.5 O4,0.8271084794536075
Li3Se(ClO4)0.375(IO4)0.625,Li,Se,ClO4,0.375,IO4,0.625,Li3 Se1 I0.625 Cl0.375 O4,0.8300117463471655
Li3Se(ClO4)0.25(IO4)0.75,Li,Se,ClO4,0.25,IO4,0.75,Li3 Se1 I0.75 Cl0.25 O4,0.8329150132407234
Li3Se(ClO4)0.125(IO4)0.875,Li,Se,ClO4,0.125,IO4,0.875,Li3 Se1 I0.875 Cl0.125 O4,0.8358182801342813
Li3Se(ClO4)0.875(ICl4)0.125,Li,Se,ClO4,0.875,ICl4,0.125,Li3 Se1 I0.125 Cl1.375 O3.5,0.8209793604560964
Li3Se(ClO4)0.75(ICl4)0.25,Li,Se,ClO4,0.75,ICl4,0.25,Li3 Se1 I0.25 Cl1.75 O3,0.826463309032817
Li3Se(ClO4)0.625(ICl4)0.375,Li,Se,ClO4,0.625,ICl4,0.375,Li3 Se1 I0.375 Cl2.125 O2.5,0.8319472576095375
Li3Se(ClO4)0.5(ICl4)0.5,Li,Se,ClO4,0.5,ICl4,0.5,Li3 Se1 I0.5 Cl2.5 O2,0.8374312061862579
Li3Se(ClO4)0.375(ICl4)0.625,Li,Se,ClO4,0.375,ICl4,0.625,Li3 Se1 I0.625 Cl2.875 O1.5,0.8429151547629784
Li3Se(ClO4)0.25(ICl4)0.75,Li,Se,ClO4,0.25,ICl4,0.75,Li3 Se1 I0.75 Cl3.25 O1,0.8483991033396989
Li3Se(ClO4)0.125(ICl4)0.875,Li,Se,ClO4,0.125,ICl4,0.875,Li3 Se1 I0.875 Cl3.625 O0.5,0.8538830519164193
Li3Se(ClO4)0.875F0.125,Li,Se,ClO4,0.875,F,0.125,Li3 Se1 Cl0.875 O3.5 F0.125,0.7809787943670764
Li3Se(ClO4)0.75F0.25,Li,Se,ClO4,0.75,F,0.25,Li3 Se1 Cl0.75 O3 F0.25,0.7464621768547769
Li3Se(ClO4)0.625F0.375,Li,Se,ClO4,0.625,F,0.375,Li3 Se1 Cl0.625 O2.5 F0.375,0.7119455593424774
Li3Se(ClO4)0.875(NH2)0.125,Li,Se,ClO4,0.875,NH2,0.125,Li3 H0.25 Se1 N0.125 Cl0.875 O3.5,0.7932370323620987
Li3Se(ClO4)0.75(NH2)0.25,Li,Se,ClO4,0.75,NH2,0.25,Li3 H0.5 Se1 N0.25 Cl0.75 O3,0.7709786528448215
Li3Se(ClO4)0.625(NH2)0.375,Li,Se,ClO4,0.625,NH2,0.375,Li3 H0.75 Se1 N0.375 Cl0.625 O2.5,0.7487202733275442
Li3Se(ClO4)0.5(NH2)0.5,Li,Se,ClO4,0.5,NH2,0.5,Li3 H1 Se1 N0.5 Cl0.5 O2,0.7264618938102669
Li3Se(ClO4)0.375(NH2)0.625,Li,Se,ClO4,0.375,NH2,0.625,Li3 H1.25 Se1 N0.625 Cl0.375 O1.5,0.7042035142929897
Li3SeAlCl4,Li,Se,AlCl4,1.0,,,Li3 Al1 Se1 Cl4,0.957432904453318
Li3Se(AlCl4)0.875I0.125,Li,Se,AlCl4,0.875,I,0.125,Li3 Al0.875 Se1 I0.125 Cl3.5,0.9332390136736688
Li3Se(AlCl4)0.75I0.25,Li,Se,AlCl4,0.75,I,0.25,Li3 Al0.75 Se1 I0.25 Cl3,0.9090451228940196
Li3Se(AlCl4)0.625I0.375,Li,Se,AlCl4,0.625,I,0.375,Li3 Al0.625 Se1 I0.375 Cl2.5,0.8848512321143703
Li3Se(AlCl4)0.5I0.5,Li,Se,AlCl4,0.5,I,0.5,Li3 Al0.5 Se1 I0.5 Cl2,0.8606573413347212
Li3Se(AlCl4)0.375I0.625,Li,Se,AlCl4,0.375,I,0.625,Li3 Al0.375 Se1 I0.625 Cl1.5,0.836463450555072
Li3Se(AlCl4)0.25I0.75,Li,Se,AlCl4,0.25,I,0.75,Li3 Al0.25 Se1 I0.75 Cl1,0.8122695597754227
Li3Se(AlCl4)0.125I0.875,Li,Se,AlCl4,0.125,I,0.875,Li3 Al0.125 Se1 I0.875 Cl0.5,0.7880756689957735
Li3Se(AlCl4)0.875(NO2)0.125,Li,Se,AlCl4,0.875,NO2,0.125,Li3 Al0.875 Se1 N0.125 Cl3.5 O0.25,0.9242066277825998
Li3Se(AlCl4)0.75(NO2)0.25,Li,Se,AlCl4,0.75,NO2,0.25,Li3 Al0.75 Se1 N0.25 Cl3 O0.5,0.8909803511118815
Li3Se(AlCl4)0.625(NO2)0.375,Li,Se,AlCl4,0.625,NO2,0.375,Li3 Al0.625 Se1 N0.375 Cl2.5 O0.75,0.8577540744411633
Li3Se(AlCl4)0.5(NO2)0.5,Li,Se,AlCl4,0.5,NO2,0.5,Li3 Al0.5 Se1 N0.5 Cl2 O1,0.824527797770445
Li3Se(AlCl4)0.375(NO2)0.625,Li,Se,AlCl4,0.375,NO2,0.625,Li3 Al0.375 Se1 N0.625 Cl1.5 O1.25,0.7913015210997267
Li3Se(AlCl4)0.25(NO2)0.75,Li,Se,AlCl4,0.25,NO2,0.75,Li3 Al0.25 Se1 N0.75 Cl1 O1.5,0.7580752444290085
Li3Se(AlCl4)0.125(NO2)0.875,Li,Se,AlCl4,0.125,NO2,0.875,Li3 Al0.125 Se1 N0.875 Cl0.5 O1.75,0.7248489677582902
Li3Se(AlCl4)0.875(IO4)0.125,Li,Se,AlCl4,0.875,IO4,0.125,Li3 Al0.875 Se1 I0.125 Cl3.5 O0.5,0.9425939847751332
Li3Se(AlCl4)0.75(IO4)0.25,Li,Se,AlCl4,0.75,IO4,0.25,Li3 Al0.75 Se1 I0.25 Cl3 O1,0.9277550650969484
Li3Se(AlCl4)0.625(IO4)0.375,Li,Se,AlCl4,0.625,IO4,0.375,Li3 Al0.625 Se1 I0.375 Cl2.5 O1.5,0.9129161454187634
Li3Se(AlCl4)0.5(IO4)0.5,Li,Se,AlCl4,0.5,IO4,0.5,Li3 Al0.5 Se1 I0.5 Cl2 O2,0.8980772257405786
Li3Se(AlCl4)0.375(IO4)0.625,Li,Se,AlCl4,0.375,IO4,0.625,Li3 Al0.375 Se1 I0.625 Cl1.5 O2.5,0.8832383060623937
Li3Se(AlCl4)0.25(IO4)0.75,Li,Se,AlCl4,0.25,IO4,0.75,Li3 Al0.25 Se1 I0.75 Cl1 O3,0.8683993863842089
Li3Se(AlCl4)0.125(IO4)0.875,Li,Se,AlCl4,0.125,IO4,0.875,Li3 Al0.125 Se1 I0.875 Cl0.5 O3.5,0.853560466706024
Li3Se(AlCl4)0.875(CN)0.125,Li,Se,AlCl4,0.875,CN,0.125,Li3 Al0.875 Se1 C0.125 N0.125 Cl3.5,0.9238840425722044
Li3Se(AlCl4)0.75(CN)0.25,Li,Se,AlCl4,0.75,CN,0.25,Li3 Al0.75 Se1 C0.25 N0.25 Cl3,0.8903351806910909
Li3Se(AlCl4)0.625(CN)0.375,Li,Se,AlCl4,0.625,CN,0.375,Li3 Al0.625 Se1 C0.375 N0.375 Cl2.5,0.8567863188099772
Li3Se(AlCl4)0.5(CN)0.5,Li,Se,AlCl4,0.5,CN,0.5,Li3 Al0.5 Se1 C0.5 N0.5 Cl2,0.8232374569288637
Li3Se(AlCl4)0.375(CN)0.625,Li,Se,AlCl4,0.375,CN,0.625,Li3 Al0.375 Se1 C0.625 N0.625 Cl1.5,0.7896885950477501
Li3Se(AlCl4)0.25(CN)0.75,Li,Se,AlCl4,0.25,CN,0.75,Li3 Al0.25 Se1 C0.75 N0.75 Cl1,0.7561397331666366
Li3Se(AlCl4)0.125(CN)0.875,Li,Se,AlCl4,0.125,CN,0.875,Li3 Al0.125 Se1 C0.875 N0.875 Cl0.5,0.722590871285523
Li3Se(AlCl4)0.875Cl0.125,Li,Se,AlCl4,0.875,Cl,0.125,Li3 Al0.875 Se1 Cl3.625,0.9206581904682511
Li3Se(AlCl4)0.75Cl0.25,Li,Se,AlCl4,0.75,Cl,0.25,Li3 Al0.75 Se1 Cl3.25,0.8838834764831844
Li3Se(AlCl4)0.625Cl0.375,Li,Se,AlCl4,0.625,Cl,0.375,Li3 Al0.625 Se1 Cl2.875,0.8471087624981176
Li3Se(AlCl4)0.5Cl0.5,Li,Se,AlCl4,0.5,Cl,0.5,Li3 Al0.5 Se1 Cl2.5,0.8103340485130508
Li3Se(AlCl4)0.375Cl0.625,Li,Se,AlCl4,0.375,Cl,0.625,Li3 Al0.375 Se1 Cl2.125,0.773559334527984
Li3Se(AlCl4)0.25Cl0.75,Li,Se,AlCl4,0.25,Cl,0.75,Li3 Al0.25 Se1 Cl1.75,0.7367846205429173
Li3Se(AlCl4)0.125Cl0.875,Li,Se,AlCl4,0.125,Cl,0.875,Li3 Al0.125 Se1 Cl1.375,0.7000099065578504
Li3Se(AlCl4)0.875(ICl4)0.125,Li,Se,AlCl4,0.875,ICl4,0.125,Li3 Al0.875 Se1 I0.125 Cl4,0.9451746664582956
Li3Se(AlCl4)0.75(ICl4)0.25,Li,Se,AlCl4,0.75,ICl4,0.25,Li3 Al0.75 Se1 I0.25 Cl4,0.9329164284632736
Li3Se(AlCl4)0.625(ICl4)0.375,Li,Se,AlCl4,0.625,ICl4,0.375,Li3 Al0.625 Se1 I0.375 Cl4,0.9206581904682511
Li3Se(AlCl4)0.5(ICl4)0.5,Li,Se,AlCl4,0.5,ICl4,0.5,Li3 Al0.5 Se1 I0.5 Cl4,0.9083999524732288
Li3Se(AlCl4)0.375(ICl4)0.625,Li,Se,AlCl4,0.375,ICl4,0.625,Li3 Al0.375 Se1 I0.625 Cl4,0.8961417144782067
Li3Se(AlCl4)0.25(ICl4)0.75,Li,Se,AlCl4,0.25,ICl4,0.75,Li3 Al0.25 Se1 I0.75 Cl4,0.8838834764831844
Li3Se(AlCl4)0.125(ICl4)0.875,Li,Se,AlCl4,0.125,ICl4,0.875,Li3 Al0.125 Se1 I0.875 Cl4,0.8716252384881621
Li3Se(AlCl4)0.875(AlF4)0.125,Li,Se,AlCl4,0.875,AlF4,0.125,Li3 Al1 Se1 Cl3.5 F0.5,0.9509812002454116
Li3Se(AlCl4)0.75(AlF4)0.25,Li,Se,AlCl4,0.75,AlF4,0.25,Li3 Al1 Se1 Cl3 F1,0.9445294960375052
Li3Se(AlCl4)0.625(AlF4)0.375,Li,Se,AlCl4,0.625,AlF4,0.375,Li3 Al1 Se1 Cl2.5 F1.5,0.9380777918295986
Li3Se(AlCl4)0.5(AlF4)0.5,Li,Se,AlCl4,0.5,AlF4,0.5,Li3 Al1 Se1 Cl2 F2,0.9316260876216922
Li3Se(AlCl4)0.375(AlF4)0.625,Li,Se,AlCl4,0.375,AlF4,0.625,Li3 Al1 Se1 Cl1.5 F2.5,0.9251743834137856
Li3Se(AlCl4)0.25(AlF4)0.75,Li,Se,AlCl4,0.25,AlF4,0.75,Li3 Al1 Se1 Cl1 F3,0.9187226792058792
Li3Se(AlCl4)0.125(AlF4)0.875,Li,Se,AlCl4,0.125,AlF4,0.875,Li3 Al1 Se1 Cl0.5 F3.5,0.9122709749979728
Li3Se(AlCl4)0.875(BH4)0.125,Li,Se,AlCl4,0.875,BH4,0.125,Li3 Al0.875 B0.125 H0.5 Se1 Cl3.5,0.9277550650969484
Li3Se(AlCl4)0.75(BH4)0.25,Li,Se,AlCl4,0.75,BH4,0.25,Li3 Al0.75 B0.25 H1 Se1 Cl3,0.8980772257405786
Li3Se(AlCl4)0.625(BH4)0.375,Li,Se,AlCl4,0.625,BH4,0.375,Li3 Al0.625 B0.375 H1.5 Se1 Cl2.5,0.8683993863842089
Li3Se(AlCl4)0.5(BH4)0.5,Li,Se,AlCl4,0.5,BH4,0.5,Li3 Al0.5 B0.5 H2 Se1 Cl2,0.8387215470278392
Li3Se(AlCl4)0.375(BH4)0.625,Li,Se,AlCl4,0.375,BH4,0.625,Li3 Al0.375 B0.625 H2.5 Se1 Cl1.5,0.8090437076714695
Li3Se(AlCl4)0.25(BH4)0.75,Li,Se,AlCl4,0.25,BH4,0.75,Li3 Al0.25 B0.75 H3 Se1 Cl1,0.7793658683150998
Li3Se(AlCl4)0.125(BH4)0.875,Li,Se,AlCl4,0.125,BH4,0.875,Li3 Al0.125 B0.875 H3.5 Se1 Cl0.5,0.7496880289587301
Li3Se(AlCl4)0.875(BF4)0.125,Li,Se,AlCl4,0.875,BF4,0.125,Li3 Al0.875 B0.125 Se1 Cl3.5 F0.5,0.9406584735127612
Li3Se(AlCl4)0.75(BF4)0.25,Li,Se,AlCl4,0.75,BF4,0.25,Li3 Al0.75 B0.25 Se1 Cl3 F1,0.9238840425722044
Li3Se(AlCl4)0.625(BF4)0.375,Li,Se,AlCl4,0.625,BF4,0.375,Li3 Al0.625 B0.375 Se1 Cl2.5 F1.5,0.9071096116316476
Li3Se(AlCl4)0.5(BF4)0.5,Li,Se,AlCl4,0.5,BF4,0.5,Li3 Al0.5 B0.5 Se1 Cl2 F2,0.8903351806910909
Li3Se(AlCl4)0.375(BF4)0.625,Li,Se,AlCl4,0.375,BF4,0.625,Li3 Al0.375 B0.625 Se1 Cl1.5 F2.5,0.8735607497505341
Li3Se(AlCl4)0.25(BF4)0.75,Li,Se,AlCl4,0.25,BF4,0.75,Li3 Al0.25 B0.75 Se1 Cl1 F3,0.8567863188099772
Li3Se(AlCl4)0.125(BF4)0.875,Li,Se,AlCl4,0.125,BF4,0.875,Li3 Al0.125 B0.875 Se1 Cl0.5 F3.5,0.8400118878694205
Li3Se(AlCl4)0.875(AlH4)0.125,Li,Se,AlCl4,0.875,AlH4,0.125,Li3 Al1 H0.5 Se1 Cl3.5,0.9480779333518536
Li3Se(AlCl4)0.75(AlH4)0.25,Li,Se,AlCl4,0.75,AlH4,0.25,Li3 Al1 H1 Se1 Cl3,0.9387229622503892
