formula,X,B,A,A_w,A_d,A_dw,composition,Tolerance_Factor
K3Te(ICl4)0.125(IO4)0.875,K,Te,ICl4,0.125,IO4,0.875,K3 Te1 I1 Cl0.5 O3.5,0.7642268275776614
K3Te(ICl4)0.875(NH2)0.125,K,Te,ICl4,0.875,NH2,0.125,K3 Te1 H0.25 I0.875 N0.125 Cl3.5,0.7568406146822587
K3Te(ICl4)0.75(NH2)0.25,K,Te,ICl4,0.75,NH2,0.25,K3 Te1 H0.5 I0.75 N0.25 Cl3,0.7356668043821044
K3Te(ICl4)0.625(NH2)0.375,K,Te,ICl4,0.625,NH2,0.375,K3 Te1 H0.75 I0.625 N0.375 Cl2.5,0.7144929940819502
K3TeAlF4,K,Te,AlF4,1.0,,,K3 Al1 Te1 F4,0.8134682468803458
K3Te(AlF4)0.875I0.125,K,Te,AlF4,0.875,I,0.125,K3 Al0.875 Te1 I0.125 F3.5,0.7999268565721075
K3Te(AlF4)0.75I0.25,K,Te,AlF4,0.75,I,0.25,K3 Al0.75 Te1 I0.25 F3,0.7863854662638693
K3Te(AlF4)0.625I0.375,K,Te,AlF4,0.625,I,0.375,K3 Al0.625 Te1 I0.375 F2.5,0.7728440759556311
K3Te(AlF4)0.5I0.5,K,Te,AlF4,0.5,I,0.5,K3 Al0.5 Te1 I0.5 F2,0.7593026856473929
K3Te(AlF4)0.375I0.625,K,Te,AlF4,0.375,I,0.625,K3 Al0.375 Te1 I0.625 F1.5,0.7457612953391547
K3Te(AlF4)0.25I0.75,K,Te,AlF4,0.25,I,0.75,K3 Al0.25 Te1 I0.75 F1,0.7322199050309165
K3Te(AlF4)0.125I0.875,K,Te,AlF4,0.125,I,0.875,K3 Al0.125 Te1 I0.875 F0.5,0.7186785147226783
K3Te(AlF4)0.875(NO2)0.125,K,Te,AlF4,0.875,NO2,0.125,K3 Al0.875 Te1 N0.125 O0.25 F3.5,0.7930330578697318
K3Te(AlF4)0.75(NO2)0.25,K,Te,AlF4,0.75,NO2,0.25,K3 Al0.75 Te1 N0.25 O0.5 F3,0.7725978688591177
K3Te(AlF4)0.625(NO2)0.375,K,Te,AlF4,0.625,NO2,0.375,K3 Al0.625 Te1 N0.375 O0.75 F2.5,0.7521626798485037
K3Te(AlF4)0.5(NO2)0.5,K,Te,AlF4,0.5,NO2,0.5,K3 Al0.5 Te1 N0.5 O1 F2,0.7317274908378897
K3Te(AlF4)0.375(NO2)0.625,K,Te,AlF4,0.375,NO2,0.625,K3 Al0.375 Te1 N0.625 O1.25 F1.5,0.7112923018272757
K3Te(AlF4)0.875(IO4)0.125,K,Te,AlF4,0.875,IO4,0.125,K3 Al0.875 Te1 I0.125 O0.5 F3.5,0.8070668623709968
K3Te(AlF4)0.75(IO4)0.25,K,Te,AlF4,0.75,IO4,0.25,K3 Al0.75 Te1 I0.25 O1 F3,0.8006654778616478
K3Te(AlF4)0.625(IO4)0.375,K,Te,AlF4,0.625,IO4,0.375,K3 Al0.625 Te1 I0.375 O1.5 F2.5,0.7942640933522989
K3Te(AlF4)0.5(IO4)0.5,K,Te,AlF4,0.5,IO4,0.5,K3 Al0.5 Te1 I0.5 O2 F2,0.7878627088429498
K3Te(AlF4)0.375(IO4)0.625,K,Te,AlF4,0.375,IO4,0.625,K3 Al0.375 Te1 I0.625 O2.5 F1.5,0.7814613243336009
K3Te(AlF4)0.25(IO4)0.75,K,Te,AlF4,0.25,IO4,0.75,K3 Al0.25 Te1 I0.75 O3 F1,0.7750599398242519
K3Te(AlF4)0.125(IO4)0.875,K,Te,AlF4,0.125,IO4,0.875,K3 Al0.125 Te1 I0.875 O3.5 F0.5,0.768658555314903
K3Te(AlF4)0.875(CN)0.125,K,Te,AlF4,0.875,CN,0.125,K3 Al0.875 Te1 C0.125 N0.125 F3.5,0.7927868507732183
K3Te(AlF4)0.75(CN)0.25,K,Te,AlF4,0.75,CN,0.25,K3 Al0.75 Te1 C0.25 N0.25 F3,0.7721054546660909
K3Te(AlF4)0.625(CN)0.375,K,Te,AlF4,0.625,CN,0.375,K3 Al0.625 Te1 C0.375 N0.375 F2.5,0.7514240585589634
K3Te(AlF4)0.5(CN)0.5,K,Te,AlF4,0.5,CN,0.5,K3 Al0.5 Te1 C0.5 N0.5 F2,0.7307426624518361
K3Te(AlF4)0.375(CN)0.625,K,Te,AlF4,0.375,CN,0.625,K3 Al0.375 Te1 C0.625 N0.625 F1.5,0.7100612663447086
K3Te(AlF4)0.875Cl0.125,K,Te,AlF4,0.875,Cl,0.125,K3 Al0.875 Te1 Cl0.125 F3.5,0.7903247798080841
K3Te(AlF4)0.75Cl0.25,K,Te,AlF4,0.75,Cl,0.25,K3 Al0.75 Te1 Cl0.25 F3,0.7671813127358225
K3Te(AlF4)0.625Cl0.375,K,Te,AlF4,0.625,Cl,0.375,K3 Al0.625 Te1 Cl0.375 F2.5,0.7440378456635608
K3Te(AlF4)0.5Cl0.5,K,Te,AlF4,0.5,Cl,0.5,K3 Al0.5 Te1 Cl0.5 F2,0.7208943785912991
K3Te(AlF4)0.875(ICl4)0.125,K,Te,AlF4,0.875,ICl4,0.125,K3 Al0.875 Te1 I0.125 Cl0.5 F3.5,0.8090365191431041
K3Te(AlF4)0.75(ICl4)0.25,K,Te,AlF4,0.75,ICl4,0.25,K3 Al0.75 Te1 I0.25 Cl1 F3,0.8046047914058626
K3Te(AlF4)0.625(ICl4)0.375,K,Te,AlF4,0.625,ICl4,0.375,K3 Al0.625 Te1 I0.375 Cl1.5 F2.5,0.800173063668621
K3Te(AlF4)0.5(ICl4)0.5,K,Te,AlF4,0.5,ICl4,0.5,K3 Al0.5 Te1 I0.5 Cl2 F2,0.7957413359313794
K3Te(AlF4)0.375(ICl4)0.625,K,Te,AlF4,0.375,ICl4,0.625,K3 Al0.375 Te1 I0.625 Cl2.5 F1.5,0.7913096081941378
K3Te(AlF4)0.25(ICl4)0.75,K,Te,AlF4,0.25,ICl4,0.75,K3 Al0.25 Te1 I0.75 Cl3 F1,0.7868778804568962
K3Te(AlF4)0.125(ICl4)0.875,K,Te,AlF4,0.125,ICl4,0.875,K3 Al0.125 Te1 I0.875 Cl3.5 F0.5,0.7824461527196546
K3Te(AlF4)0.875(BH4)0.125,K,Te,AlF4,0.875,BH4,0.125,K3 Al0.875 B0.125 Te1 H0.5 F3.5,0.7957413359313794
K3Te(AlF4)0.75(BH4)0.25,K,Te,AlF4,0.75,BH4,0.25,K3 Al0.75 B0.25 Te1 H1 F3,0.778014424982413
K3Te(AlF4)0.625(BH4)0.375,K,Te,AlF4,0.625,BH4,0.375,K3 Al0.625 B0.375 Te1 H1.5 F2.5,0.7602875140334466
K3Te(AlF4)0.5(BH4)0.5,K,Te,AlF4,0.5,BH4,0.5,K3 Al0.5 B0.5 Te1 H2 F2,0.7425606030844802
K3Te(AlF4)0.375(BH4)0.625,K,Te,AlF4,0.375,BH4,0.625,K3 Al0.375 B0.625 Te1 H2.5 F1.5,0.7248336921355139
K3Te(AlF4)0.25(BH4)0.75,K,Te,AlF4,0.25,BH4,0.75,K3 Al0.25 B0.75 Te1 H3 F1,0.7071067811865475
K3Te(AlF4)0.875(BF4)0.125,K,Te,AlF4,0.875,BF4,0.125,K3 Al0.875 B0.125 Te1 F4,0.8055896197919162
K3Te(AlF4)0.75(BF4)0.25,K,Te,AlF4,0.75,BF4,0.25,K3 Al0.75 B0.25 Te1 F4,0.7977109927034868
K3Te(AlF4)0.625(BF4)0.375,K,Te,AlF4,0.625,BF4,0.375,K3 Al0.625 B0.375 Te1 F4,0.7898323656150572
K3Te(AlF4)0.5(BF4)0.5,K,Te,AlF4,0.5,BF4,0.5,K3 Al0.5 B0.5 Te1 F4,0.7819537385266278
K3Te(AlF4)0.375(BF4)0.625,K,Te,AlF4,0.375,BF4,0.625,K3 Al0.375 B0.625 Te1 F4,0.7740751114381983
K3Te(AlF4)0.25(BF4)0.75,K,Te,AlF4,0.25,BF4,0.75,K3 Al0.25 B0.75 Te1 F4,0.7661964843497687
K3Te(AlF4)0.125(BF4)0.875,K,Te,AlF4,0.125,BF4,0.875,K3 Al0.125 B0.875 Te1 F4,0.7583178572613393
K3Te(AlF4)0.875(AlH4)0.125,K,Te,AlF4,0.875,AlH4,0.125,K3 Al1 Te1 H0.5 F3.5,0.811252383011725
K3Te(AlF4)0.75(AlH4)0.25,K,Te,AlF4,0.75,AlH4,0.25,K3 Al1 Te1 H1 F3,0.8090365191431041
K3Te(AlF4)0.625(AlH4)0.375,K,Te,AlF4,0.625,AlH4,0.375,K3 Al1 Te1 H1.5 F2.5,0.8068206552744833
K3Te(AlF4)0.5(AlH4)0.5,K,Te,AlF4,0.5,AlH4,0.5,K3 Al1 Te1 H2 F2,0.8046047914058626
K3Te(AlF4)0.375(AlH4)0.625,K,Te,AlF4,0.375,AlH4,0.625,K3 Al1 Te1 H2.5 F1.5,0.8023889275372418
K3Te(AlF4)0.25(AlH4)0.75,K,Te,AlF4,0.25,AlH4,0.75,K3 Al1 Te1 H3 F1,0.800173063668621
K3Te(AlF4)0.125(AlH4)0.875,K,Te,AlF4,0.125,AlH4,0.875,K3 Al1 Te1 H3.5 F0.5,0.7979571998000001
K3Te(AlF4)0.875F0.125,K,Te,AlF4,0.875,F,0.125,K3 Al0.875 Te1 F3.625,0.7785068391754398
K3Te(AlF4)0.75F0.25,K,Te,AlF4,0.75,F,0.25,K3 Al0.75 Te1 F3.25,0.743545431470534
K3Te(AlF4)0.625F0.375,K,Te,AlF4,0.625,F,0.375,K3 Al0.625 Te1 F2.875,0.708584023765628
K3Te(AlF4)0.875(ClO4)0.125,K,Te,AlF4,0.875,ClO4,0.125,K3 Al0.875 Te1 Cl0.125 O0.5 F3.5,0.804850998502376
K3Te(AlF4)0.75(ClO4)0.25,K,Te,AlF4,0.75,ClO4,0.25,K3 Al0.75 Te1 Cl0.25 O1 F3,0.7962337501244062
K3Te(AlF4)0.625(ClO4)0.375,K,Te,AlF4,0.625,ClO4,0.375,K3 Al0.625 Te1 Cl0.375 O1.5 F2.5,0.7876165017464365
K3Te(AlF4)0.5(ClO4)0.5,K,Te,AlF4,0.5,ClO4,0.5,K3 Al0.5 Te1 Cl0.5 O2 F2,0.7789992533684666
K3Te(AlF4)0.375(ClO4)0.625,K,Te,AlF4,0.375,ClO4,0.625,K3 Al0.375 Te1 Cl0.625 O2.5 F1.5,0.7703820049904969
K3Te(AlF4)0.25(ClO4)0.75,K,Te,AlF4,0.25,ClO4,0.75,K3 Al0.25 Te1 Cl0.75 O3 F1,0.7617647566125272
K3Te(AlF4)0.125(ClO4)0.875,K,Te,AlF4,0.125,ClO4,0.875,K3 Al0.125 Te1 Cl0.875 O3.5 F0.5,0.7531475082345575
K3Te(AlF4)0.875(BCl4)0.125,K,Te,AlF4,0.875,BCl4,0.125,K3 Al0.875 B0.125 Te1 Cl0.5 F3.5,0.8267634300920705
K3Te(AlF4)0.75(BCl4)0.25,K,Te,AlF4,0.75,BCl4,0.25,K3 Al0.75 B0.25 Te1 Cl1 F3,0.8400586133037953
K3Te(AlF4)0.625(BCl4)0.375,K,Te,AlF4,0.625,BCl4,0.375,K3 Al0.625 B0.375 Te1 Cl1.5 F2.5,0.8533537965155201
K3Te(AlF4)0.5(BCl4)0.5,K,Te,AlF4,0.5,BCl4,0.5,K3 Al0.5 B0.5 Te1 Cl2 F2,0.8666489797272449
K3Te(AlF4)0.375(BCl4)0.625,K,Te,AlF4,0.375,BCl4,0.625,K3 Al0.375 B0.625 Te1 Cl2.5 F1.5,0.8799441629389696
K3Te(AlF4)0.25(BCl4)0.75,K,Te,AlF4,0.25,BCl4,0.75,K3 Al0.25 B0.75 Te1 Cl3 F1,0.8932393461506944
K3Te(AlF4)0.125(BCl4)0.875,K,Te,AlF4,0.125,BCl4,0.875,K3 Al0.125 B0.875 Te1 Cl3.5 F0.5,0.9065345293624192
K3Te(AlF4)0.875Br0.125,K,Te,AlF4,0.875,Br,0.125,K3 Al0.875 Te1 Br0.125 F3.5,0.7940178862557854
K3Te(AlF4)0.75Br0.25,K,Te,AlF4,0.75,Br,0.25,K3 Al0.75 Te1 Br0.25 F3,0.7745675256312251
K3Te(AlF4)0.625Br0.375,K,Te,AlF4,0.625,Br,0.375,K3 Al0.625 Te1 Br0.375 F2.5,0.7551171650066648
K3Te(AlF4)0.5Br0.5,K,Te,AlF4,0.5,Br,0.5,K3 Al0.5 Te1 Br0.5 F2,0.7356668043821044
K3Te(AlF4)0.375Br0.625,K,Te,AlF4,0.375,Br,0.625,K3 Al0.375 Te1 Br0.625 F1.5,0.7162164437575441
K3Te(AlF4)0.875(NH2)0.125,K,Te,AlF4,0.875,NH2,0.125,K3 Al0.875 Te1 H0.25 N0.125 F3.5,0.7878627088429498
K3Te(AlF4)0.75(NH2)0.25,K,Te,AlF4,0.75,NH2,0.25,K3 Al0.75 Te1 H0.5 N0.25 F3,0.762257170805554
K3Te(AlF4)0.625(NH2)0.375,K,Te,AlF4,0.625,NH2,0.375,K3 Al0.625 Te1 H0.75 N0.375 F2.5,0.7366516327681581
K3Te(AlF4)0.5(NH2)0.5,K,Te,AlF4,0.5,NH2,0.5,K3 Al0.5 Te1 H1 N0.5 F2,0.7110460947307623
K3Te(BH4)0.125I0.875,K,Te,BH4,0.125,I,0.875,K3 B0.125 Te1 H0.5 I0.875,0.700951603773712
K3Te(BH4)0.625(IO4)0.375,K,Te,BH4,0.625,IO4,0.375,K3 B0.625 Te1 H2.5 I0.375 O1.5,0.705629538607467
K3Te(BH4)0.5(IO4)0.5,K,Te,BH4,0.5,IO4,0.5,K3 B0.5 Te1 H2 I0.5 O2,0.7169550650470844
K3Te(BH4)0.375(IO4)0.625,K,Te,BH4,0.375,IO4,0.625,K3 B0.375 Te1 H1.5 I0.625 O2.5,0.7282805914867018
K3Te(BH4)0.25(IO4)0.75,K,Te,BH4,0.25,IO4,0.75,K3 B0.25 Te1 H1 I0.75 O3,0.7396061179263193
K3Te(BH4)0.125(IO4)0.875,K,Te,BH4,0.125,IO4,0.875,K3 B0.125 Te1 H0.5 I0.875 O3.5,0.7509316443659366
K3Te(BH4)0.625(ICl4)0.375,K,Te,BH4,0.625,ICl4,0.375,K3 B0.625 Te1 H2.5 I0.375 Cl1.5,0.7115385089237891
K3Te(BH4)0.5(ICl4)0.5,K,Te,BH4,0.5,ICl4,0.5,K3 B0.5 Te1 H2 I0.5 Cl2,0.7248336921355139
K3Te(BH4)0.375(ICl4)0.625,K,Te,BH4,0.375,ICl4,0.625,K3 B0.375 Te1 H1.5 I0.625 Cl2.5,0.7381288753472387
K3Te(BH4)0.25(ICl4)0.75,K,Te,BH4,0.25,ICl4,0.75,K3 B0.25 Te1 H1 I0.75 Cl3,0.7514240585589634
K3Te(BH4)0.125(ICl4)0.875,K,Te,BH4,0.125,ICl4,0.875,K3 B0.125 Te1 H0.5 I0.875 Cl3.5,0.7647192417706882
K3Te(BH4)0.5(ClO4)0.5,K,Te,BH4,0.5,ClO4,0.5,K3 B0.5 Te1 H2 Cl0.5 O2,0.7080916095726012
K3Te(BH4)0.375(ClO4)0.625,K,Te,BH4,0.375,ClO4,0.625,K3 B0.375 Te1 H1.5 Cl0.625 O2.5,0.7172012721435979
K3Te(BH4)0.25(ClO4)0.75,K,Te,BH4,0.25,ClO4,0.75,K3 B0.25 Te1 H1 Cl0.75 O3,0.7263109347145944
K3Te(BH4)0.125(ClO4)0.875,K,Te,BH4,0.125,ClO4,0.875,K3 B0.125 Te1 H0.5 Cl0.875 O3.5,0.7354205972855911
K3TeBF4,K,Te,BF4,1.0,,,K3 B1 Te1 F4,0.7504392301729098
K3Te(BF4)0.875I0.125,K,Te,BF4,0.875,I,0.125,K3 B0.875 Te1 I0.125 F3.5,0.7447764669531011
K3Te(BF4)0.75I0.25,K,Te,BF4,0.75,I,0.25,K3 B0.75 Te1 I0.25 F3,0.7391137037332923
K3Te(BF4)0.625I0.375,K,Te,BF4,0.625,I,0.375,K3 B0.625 Te1 I0.375 F2.5,0.7334509405134837
K3Te(BF4)0.5I0.5,K,Te,BF4,0.5,I,0.5,K3 B0.5 Te1 I0.5 F2,0.727788177293675
K3Te(BF4)0.375I0.625,K,Te,BF4,0.375,I,0.625,K3 B0.375 Te1 I0.625 F1.5,0.7221254140738662
K3Te(BF4)0.25I0.75,K,Te,BF4,0.25,I,0.75,K3 B0.25 Te1 I0.75 F1,0.7164626508540576
K3Te(BF4)0.125I0.875,K,Te,BF4,0.125,I,0.875,K3 B0.125 Te1 I0.875 F0.5,0.7107998876342488
K3Te(BF4)0.875(NO2)0.125,K,Te,BF4,0.875,NO2,0.125,K3 B0.875 Te1 N0.125 O0.25 F3.5,0.7378826682507252
K3Te(BF4)0.75(NO2)0.25,K,Te,BF4,0.75,NO2,0.25,K3 B0.75 Te1 N0.25 O0.5 F3,0.7253261063285408
K3Te(BF4)0.625(NO2)0.375,K,Te,BF4,0.625,NO2,0.375,K3 B0.625 Te1 N0.375 O0.75 F2.5,0.7127695444063562
K3Te(BF4)0.5(NO2)0.5,K,Te,BF4,0.5,NO2,0.5,K3 B0.5 Te1 N0.5 O1 F2,0.7002129824841717
K3Te(BF4)0.875(IO4)0.125,K,Te,BF4,0.875,IO4,0.125,K3 B0.875 Te1 I0.125 O0.5 F3.5,0.7519164727519903
K3Te(BF4)0.75(IO4)0.25,K,Te,BF4,0.75,IO4,0.25,K3 B0.75 Te1 I0.25 O1 F3,0.7533937153310708
K3Te(BF4)0.625(IO4)0.375,K,Te,BF4,0.625,IO4,0.375,K3 B0.625 Te1 I0.375 O1.5 F2.5,0.7548709579101514
K3Te(BF4)0.5(IO4)0.5,K,Te,BF4,0.5,IO4,0.5,K3 B0.5 Te1 I0.5 O2 F2,0.7563482004892319
K3Te(BF4)0.375(IO4)0.625,K,Te,BF4,0.375,IO4,0.625,K3 B0.375 Te1 I0.625 O2.5 F1.5,0.7578254430683125
K3Te(BF4)0.25(IO4)0.75,K,Te,BF4,0.25,IO4,0.75,K3 B0.25 Te1 I0.75 O3 F1,0.7593026856473929
K3Te(BF4)0.125(IO4)0.875,K,Te,BF4,0.125,IO4,0.875,K3 B0.125 Te1 I0.875 O3.5 F0.5,0.7607799282264734
K3Te(BF4)0.875(CN)0.125,K,Te,BF4,0.875,CN,0.125,K3 B0.875 Te1 C0.125 N0.125 F3.5,0.7376364611542118
K3Te(BF4)0.75(CN)0.25,K,Te,BF4,0.75,CN,0.25,K3 B0.75 Te1 C0.25 N0.25 F3,0.7248336921355139
K3Te(BF4)0.625(CN)0.375,K,Te,BF4,0.625,CN,0.375,K3 B0.625 Te1 C0.375 N0.375 F2.5,0.7120309231168159
K3Te(BF4)0.875Cl0.125,K,Te,BF4,0.875,Cl,0.125,K3 B0.875 Te1 Cl0.125 F3.5,0.7351743901890776
K3Te(BF4)0.75Cl0.25,K,Te,BF4,0.75,Cl,0.25,K3 B0.75 Te1 Cl0.25 F3,0.7199095502052455
K3Te(BF4)0.625Cl0.375,K,Te,BF4,0.625,Cl,0.375,K3 B0.625 Te1 Cl0.375 F2.5,0.7046447102214133
K3Te(BF4)0.875(ICl4)0.125,K,Te,BF4,0.875,ICl4,0.125,K3 B0.875 Te1 I0.125 Cl0.5 F3.5,0.7538861295240976
K3Te(BF4)0.75(ICl4)0.25,K,Te,BF4,0.75,ICl4,0.25,K3 B0.75 Te1 I0.25 Cl1 F3,0.7573330288752855
K3Te(BF4)0.625(ICl4)0.375,K,Te,BF4,0.625,ICl4,0.375,K3 B0.625 Te1 I0.375 Cl1.5 F2.5,0.7607799282264734
K3Te(BF4)0.5(ICl4)0.5,K,Te,BF4,0.5,ICl4,0.5,K3 B0.5 Te1 I0.5 Cl2 F2,0.7642268275776614
K3Te(BF4)0.375(ICl4)0.625,K,Te,BF4,0.375,ICl4,0.625,K3 B0.375 Te1 I0.625 Cl2.5 F1.5,0.7676737269288493
K3Te(BF4)0.25(ICl4)0.75,K,Te,BF4,0.25,ICl4,0.75,K3 B0.25 Te1 I0.75 Cl3 F1,0.7711206262800372
K3Te(BF4)0.125(ICl4)0.875,K,Te,BF4,0.125,ICl4,0.875,K3 B0.125 Te1 I0.875 Cl3.5 F0.5,0.7745675256312251
K3Te(BF4)0.875(BH4)0.125,K,Te,BF4,0.875,BH4,0.125,K3 B1 Te1 H0.5 F3.5,0.7405909463123729
K3Te(BF4)0.75(BH4)0.25,K,Te,BF4,0.75,BH4,0.25,K3 B1 Te1 H1 F3,0.7307426624518361
K3Te(BF4)0.625(BH4)0.375,K,Te,BF4,0.625,BH4,0.375,K3 B1 Te1 H1.5 F2.5,0.7208943785912991
K3Te(BF4)0.5(BH4)0.5,K,Te,BF4,0.5,BH4,0.5,K3 B1 Te1 H2 F2,0.7110460947307623
K3Te(BF4)0.375(BH4)0.625,K,Te,BF4,0.375,BH4,0.625,K3 B1 Te1 H2.5 F1.5,0.7011978108702254
K3Te(BF4)0.875F0.125,K,Te,BF4,0.875,F,0.125,K3 B0.875 Te1 F3.625,0.7233564495564333
K3Te(BF4)0.875(ClO4)0.125,K,Te,BF4,0.875,ClO4,0.125,K3 B0.875 Te1 Cl0.125 O0.5 F3.5,0.7497006088833695
K3Te(BF4)0.75(ClO4)0.25,K,Te,BF4,0.75,ClO4,0.25,K3 B0.75 Te1 Cl0.25 O1 F3,0.7489619875938293
K3Te(BF4)0.625(ClO4)0.375,K,Te,BF4,0.625,ClO4,0.375,K3 B0.625 Te1 Cl0.375 O1.5 F2.5,0.748223366304289
K3Te(BF4)0.5(ClO4)0.5,K,Te,BF4,0.5,ClO4,0.5,K3 B0.5 Te1 Cl0.5 O2 F2,0.7474847450147487
K3Te(BF4)0.375(ClO4)0.625,K,Te,BF4,0.375,ClO4,0.625,K3 B0.375 Te1 Cl0.625 O2.5 F1.5,0.7467461237252084
K3Te(BF4)0.25(ClO4)0.75,K,Te,BF4,0.25,ClO4,0.75,K3 B0.25 Te1 Cl0.75 O3 F1,0.7460075024356682
K3Te(BF4)0.125(ClO4)0.875,K,Te,BF4,0.125,ClO4,0.875,K3 B0.125 Te1 Cl0.875 O3.5 F0.5,0.7452688811461279
K3Te(BF4)0.875Br0.125,K,Te,BF4,0.875,Br,0.125,K3 B0.875 Te1 Br0.125 F3.5,0.738867496636779
K3Te(BF4)0.75Br0.25,K,Te,BF4,0.75,Br,0.25,K3 B0.75 Te1 Br0.25 F3,0.7272957631006481
K3Te(BF4)0.625Br0.375,K,Te,BF4,0.625,Br,0.375,K3 B0.625 Te1 Br0.375 F2.5,0.7157240295645173
K3Te(BF4)0.5Br0.5,K,Te,BF4,0.5,Br,0.5,K3 B0.5 Te1 Br0.5 F2,0.7041522960283865
K3Te(BF4)0.875(NH2)0.125,K,Te,BF4,0.875,NH2,0.125,K3 B0.875 Te1 H0.25 N0.125 F3.5,0.7327123192239434
K3Te(BF4)0.75(NH2)0.25,K,Te,BF4,0.75,NH2,0.25,K3 B0.75 Te1 H0.5 N0.25 F3,0.714985408274977
K3TeAlH4,K,Te,AlH4,1.0,,,K3 Al1 Te1 H4,0.7957413359313794
K3Te(AlH4)0.875I0.125,K,Te,AlH4,0.875,I,0.125,K3 Al0.875 Te1 H3.5 I0.125,0.7844158094917619
K3Te(AlH4)0.75I0.25,K,Te,AlH4,0.75,I,0.25,K3 Al0.75 Te1 H3 I0.25,0.7730902830521446
K3Te(AlH4)0.625I0.375,K,Te,AlH4,0.625,I,0.375,K3 Al0.625 Te1 H2.5 I0.375,0.7617647566125272
K3Te(AlH4)0.5I0.5,K,Te,AlH4,0.5,I,0.5,K3 Al0.5 Te1 H2 I0.5,0.7504392301729098
K3Te(AlH4)0.375I0.625,K,Te,AlH4,0.375,I,0.625,K3 Al0.375 Te1 H1.5 I0.625,0.7391137037332923
K3Te(AlH4)0.25I0.75,K,Te,AlH4,0.25,I,0.75,K3 Al0.25 Te1 H1 I0.75,0.727788177293675
K3Te(AlH4)0.125I0.875,K,Te,AlH4,0.125,I,0.875,K3 Al0.125 Te1 H0.5 I0.875,0.7164626508540576
K3Te(AlH4)0.875(NO2)0.125,K,Te,AlH4,0.875,NO2,0.125,K3 Al0.875 Te1 H3.5 N0.125 O0.25,0.7775220107893862
K3Te(AlH4)0.75(NO2)0.25,K,Te,AlH4,0.75,NO2,0.25,K3 Al0.75 Te1 H3 N0.25 O0.5,0.7593026856473929
K3Te(AlH4)0.625(NO2)0.375,K,Te,AlH4,0.625,NO2,0.375,K3 Al0.625 Te1 H2.5 N0.375 O0.75,0.7410833605053997
K3Te(AlH4)0.5(NO2)0.5,K,Te,AlH4,0.5,NO2,0.5,K3 Al0.5 Te1 H2 N0.5 O1,0.7228640353634065
K3Te(AlH4)0.375(NO2)0.625,K,Te,AlH4,0.375,NO2,0.625,K3 Al0.375 Te1 H1.5 N0.625 O1.25,0.7046447102214133
K3Te(AlH4)0.875(IO4)0.125,K,Te,AlH4,0.875,IO4,0.125,K3 Al0.875 Te1 H3.5 I0.125 O0.5,0.7915558152906512
K3Te(AlH4)0.75(IO4)0.25,K,Te,AlH4,0.75,IO4,0.25,K3 Al0.75 Te1 H3 I0.25 O1,0.787370294649923
K3Te(AlH4)0.625(IO4)0.375,K,Te,AlH4,0.625,IO4,0.375,K3 Al0.625 Te1 H2.5 I0.375 O1.5,0.7831847740091948
K3Te(AlH4)0.5(IO4)0.5,K,Te,AlH4,0.5,IO4,0.5,K3 Al0.5 Te1 H2 I0.5 O2,0.7789992533684666
K3Te(AlH4)0.375(IO4)0.625,K,Te,AlH4,0.375,IO4,0.625,K3 Al0.375 Te1 H1.5 I0.625 O2.5,0.7748137327277386
K3Te(AlH4)0.25(IO4)0.75,K,Te,AlH4,0.25,IO4,0.75,K3 Al0.25 Te1 H1 I0.75 O3,0.7706282120870104
K3Te(AlH4)0.125(IO4)0.875,K,Te,AlH4,0.125,IO4,0.875,K3 Al0.125 Te1 H0.5 I0.875 O3.5,0.7664426914462822
K3Te(AlH4)0.875(CN)0.125,K,Te,AlH4,0.875,CN,0.125,K3 Al0.875 Te1 H3.5 C0.125 N0.125,0.7772758036928727
K3Te(AlH4)0.75(CN)0.25,K,Te,AlH4,0.75,CN,0.25,K3 Al0.75 Te1 H3 C0.25 N0.25,0.7588102714543661
K3Te(AlH4)0.625(CN)0.375,K,Te,AlH4,0.625,CN,0.375,K3 Al0.625 Te1 H2.5 C0.375 N0.375,0.7403447392158594
K3Te(AlH4)0.5(CN)0.5,K,Te,AlH4,0.5,CN,0.5,K3 Al0.5 Te1 H2 C0.5 N0.5,0.7218792069773529
K3Te(AlH4)0.375(CN)0.625,K,Te,AlH4,0.375,CN,0.625,K3 Al0.375 Te1 H1.5 C0.625 N0.625,0.7034136747388462
K3Te(AlH4)0.875Cl0.125,K,Te,AlH4,0.875,Cl,0.125,K3 Al0.875 Te1 H3.5 Cl0.125,0.7748137327277386
K3Te(AlH4)0.75Cl0.25,K,Te,AlH4,0.75,Cl,0.25,K3 Al0.75 Te1 H3 Cl0.25,0.7538861295240976
K3Te(AlH4)0.625Cl0.375,K,Te,AlH4,0.625,Cl,0.375,K3 Al0.625 Te1 H2.5 Cl0.375,0.7329585263204568
K3Te(AlH4)0.5Cl0.5,K,Te,AlH4,0.5,Cl,0.5,K3 Al0.5 Te1 H2 Cl0.5,0.7120309231168159
K3Te(AlH4)0.875(ICl4)0.125,K,Te,AlH4,0.875,ICl4,0.125,K3 Al0.875 Te1 H3.5 I0.125 Cl0.5,0.7935254720627586
K3Te(AlH4)0.75(ICl4)0.25,K,Te,AlH4,0.75,ICl4,0.25,K3 Al0.75 Te1 H3 I0.25 Cl1,0.7913096081941378
