material_id,formula_pretty,composition,E_f,E_g
mp-759120,LiMn2OF3,Li2 Mn4 O2 F6,-2.6620256591707716,1.2006999999999999
mp-1236154,LiV4O10,Li1 V4 O10,-2.334618351888888,1.2247000000000001
mp-1212200,K2LiP3HO9,K8 Li4 P12 H4 O36,-2.3550363556569938,3.5018000000000002
mp-26841,LiNi(PO3)3,Li1 Ni1 P3 O9,-2.466201611768707,4.8999
mp-753430,LiV(OF)2,Li4 V4 O8 F8,-2.639138375555555,2.0380000000000003
mp-1235267,LiTb4Al2(FeO6)2,Li1 Tb4 Al2 Fe2 O12,-3.088361739999999,2.2604
mp-777379,LiCrP2O7,Li2 Cr2 P4 O14,-2.6166023436471857,2.2395
mp-1206227,Li(YSe2)3,Li1 Y3 Se6,0.5676665040520816,0.07359999999999989
mp-766983,LiCa2Nb3O10,Li4 Ca8 Nb12 O40,-3.1468619041145836,1.6329999999999998
mp-760330,LiVF5,Li8 V8 F40,-3.0784751544047624,1.5804
mp-553966,Li(CuO)2,Li8 Cu16 O16,-1.2302616526666674,0.0
mp-1214370,BaLiRu5O11,Ba2 Li2 Ru10 O22,-1.678278530601852,0.0
mp-10251,LiDyO2,Li4 Dy4 O8,-3.2717494562499985,3.9642999999999997
mp-1034976,LiMg14CoO16,Li1 Mg14 Co1 O16,-2.8337577610416664,0.1086999999999998
mp-1312332,LiMn7O12,Li2 Mn14 O24,-1.9386376314425284,0.39579999999999993
mp-1235088,Ba2LiLaCu3O7,Ba2 Li1 La1 Cu3 O7,-2.015855307916666,0.0
mp-758100,LiCuPO4,Li4 Cu4 P4 O16,-2.1583839275680257,0.0
mp-780471,LiV2P4(HO8)2,Li2 V4 P8 H4 O32,-2.39648177277619,1.17
mp-1208619,SrLiGaF6,Sr2 Li2 Ga2 F12,-3.47155464787037,6.3568999999999996
mp-861969,LiTmTl2,Li1 Tm1 Tl2,-0.37125601166666655,0.0
mp-1113705,Rb2LiRuF6,Rb2 Li1 Ru1 F6,-2.6378336833333327,0.0
mp-764622,LiMnV(P2O7)2,Li3 Mn3 V3 P12 O42,-2.588385671341387,1.2189
mp-768334,LiMn2OF5,Li4 Mn8 O4 F20,-2.670430970188379,0.0
mp-760664,LiCu(PO3)2,Li2 Cu2 P4 O12,-2.243285375261904,0.5838999999999999
mp-1113735,Rb2LiAuF6,Rb2 Li1 Au1 F6,-2.3597648073333333,0.4775
mp-1202839,LiCd4(GeO3)5,Li2 Cd8 Ge10 O30,-1.8627803906333327,0.5378000000000001
mp-1185297,LiAcO3,Li1 Ac1 O3,-2.4048250836666667,0.0
mp-1196392,LiBH5N,Li8 B8 H40 N8,-0.4370662848437501,4.1364
mp-982974,LiBeAu2,Li1 Be1 Au2,-0.3334157245833351,0.0
mp-757758,LiTi3Nb(PO4)6,Li1 Ti3 Nb1 P6 O24,-2.9770614720340127,2.5172999999999996
mp-1176813,LiFeSnO4,Li2 Fe2 Sn2 O8,-1.9959471861904754,2.1541999999999994
mp-1222991,Li(NiO2)5,Li1 Ni5 O10,-0.8892841667708327,0.0
mp-567967,LiGaI4,Li4 Ga4 I16,-1.0389751526388877,2.5201
mp-705375,LiNi4P7O24,Li2 Ni8 P14 O48,-2.161524571689814,0.0
mp-861624,LiLaHg2,Li1 La1 Hg2,-0.5219357516666676,0.0
mp-759486,LiNbSn3(PO4)6,Li1 Nb1 Sn3 P6 O24,-2.5874208390340128,2.9448000000000003
mp-1264151,LiAl2Ru,Li1 Al2 Ru1,2.0561039079166665,0.0
mp-1026818,SrLiMg14,Sr1 Li1 Mg14,0.06427869104166684,0.0
mp-752607,LiVF3,Li2 V2 F6,-3.021265433166666,2.5456000000000003
mp-862296,LiAlPt2,Li1 Al1 Pt2,-1.0208562091666664,0.0
mp-1211564,Li(ErGe)4,Li4 Er16 Ge16,-0.823574698703701,0.0
mp-1031144,LiHfMg6O7,Li1 Hf1 Mg6 O7,-2.6378806463888886,0.0
mp-642740,CsLi(H2N)2,Cs3 Li3 H12 N6,-0.5125608889152306,1.9969999999999999
mp-775933,LiMnP2O7,Li4 Mn4 P8 O28,-2.5518518716409164,0.9787000000000001
mp-867534,LiAg2F4,Li4 Ag8 F16,-1.7312516698809515,0.0
mp-755703,LiSbO2,Li2 Sb2 O4,-1.9520072473958328,1.6694999999999998
mp-772649,LiVFeO4,Li2 V2 Fe2 O8,-2.20234014547619,1.9966999999999997
mp-764679,LiFe2(BO3)2,Li4 Fe8 B8 O24,-2.2632362396969685,1.696
mp-1212315,LiPH2S3N7,Li2 P2 H4 S6 N14,1.719400719430272,0.1482
mp-760637,LiBiP2O7,Li2 Bi2 P4 O14,-2.491173465465367,3.707
mp-1235260,LiV6O11F,Li1 V6 O11 F1,-2.48167984254386,0.8497000000000003
mp-1001615,LiZrSe2,Li1 Zr1 Se2,-1.5665571599479176,0.0
mp-780196,LiMnSiO4,Li4 Mn4 Si4 O16,-2.562559487323481,0.0
mp-20988,Cs2LiCr(CN)6,Cs2 Li1 Cr1 C6 N6,-0.27442067797773095,1.7168999999999999
mp-759801,LiVFe(P2O7)2,Li3 V3 Fe3 P12 O42,-2.562804070328797,1.5942999999999998
mp-1236013,LiAu4Se4(ClO3)4,Li1 Au4 Se4 Cl4 O12,-0.9829040497083332,0.13219999999999998
mp-867834,LiHfPt2,Li1 Hf1 Pt2,-1.0229873416666635,0.0
mp-753433,SrLiLa3MnO8,Sr4 Li4 La12 Mn4 O32,-3.2065901233045975,1.6632999999999996
mp-1195211,LiNd(PN2)4,Li4 Nd4 P16 N32,-1.0326578306717695,3.5181000000000004
mp-849241,LiNiO2,Li5 Ni5 O10,-1.4798619360833336,0.0
mp-1111833,Cs2LiYBr6,Cs2 Li1 Y1 Br6,-2.1603204766666666,4.0508
mp-758968,LiFeSiO4,Li4 Fe4 Si4 O16,-2.475827370833333,2.4396
mp-752664,LiCoPO4,Li2 Co2 P2 O8,-2.3354292975680266,2.4001
mp-26211,LiNiP2O7,Li4 Ni4 P8 O28,-2.2854046829653667,0.0
mp-12240,Na2LiBe2F7,Na4 Li2 Be4 F14,-3.3306426094659964,7.155200000000001
mp-504230,LiCo2P3O10,Li2 Co4 P6 O20,-2.375403625766369,3.0259
mp-860958,LiMnPO4,Li8 Mn8 P8 O32,-2.554468899058174,3.5556000000000005
mp-1110936,K2LiYI6,K2 Li1 Y1 I6,-1.6054755997833332,2.9702
mp-760023,RbLiMnP3HO10,Rb2 Li2 Mn2 P6 H2 O20,-2.5221404202319366,3.3554999999999997
mp-976424,LiLa3,Li1 La3,0.1477278254166663,0.0
mp-1371287,LiFeSi3O8,Li2 Fe2 Si6 O16,1.210803647051282,0.0
mp-865939,LiMg2,Li1 Mg2,-0.055750262222222347,0.0
mp-1195591,LiAlH34(C3N)4,Li2 Al2 H68 C24 N8,-0.1513424829967949,4.2603
mp-1097197,LiZrCu2,Li1 Zr1 Cu2,2.214501184166667,0.0
mp-558717,LiUAsO6,Li4 U4 As4 O24,-2.696763167592591,2.2644
mp-25576,Li(MoO2)2,Li2 Mo4 O8,-1.987716979761904,1.4741000000000004
mp-774239,Li(CoO2)2,Li4 Co8 O16,-1.369385061904762,0.0
mp-758150,LiCo2C2O7,Li4 Co8 C8 O28,-1.6794780777777778,0.0
mp-696057,LiMg4H13Os2,Li2 Mg8 H26 Os4,-0.4415156639791668,3.3137
mp-755862,LiMnCo3O8,Li2 Mn2 Co6 O16,-1.4470743470203353,0.5350000000000001
mp-1185241,LiY2Tl,Li1 Y2 Tl1,-0.3012843491666679,0.0
mp-1235795,LiFe8(OF)8,Li1 Fe8 O8 F8,-2.038909155333333,1.4404
mp-757567,LiFeCO4,Li4 Fe4 C4 O16,-1.906896231904761,1.6555000000000002
mp-1210859,LiTiS2O,Li1 Ti1 S2 O1,-1.328315689833333,0.0
mp-26001,LiNi(PO3)3,Li4 Ni4 P12 O36,-2.4949225642687076,4.4131
mp-642650,LiP(HO)2,Li2 P2 H4 O4,-1.6752117634126975,5.3164
mp-28327,LiGaBr3,Li4 Ga4 Br12,-1.315367099333335,2.956
mp-1096094,LiMgAg2,Li1 Mg1 Ag2,0.9638235920833347,0.7697999999999998
mp-759738,LiFeSiO4,Li2 Fe2 Si2 O8,-2.4932717476190467,2.6855
mp-1195443,LiMn4O8,Li4 Mn16 O32,-1.9095438244274983,0.0
mp-976280,LiBr,Li2 Br2,-1.8171358458333335,4.9350000000000005
mp-759264,LiMn4(PO4)3,Li4 Mn16 P12 O48,-2.518450483574301,2.8674999999999997
mp-26717,LiFeP2O7,Li4 Fe4 P8 O28,-2.4850844813744573,1.9185999999999999
mp-1222362,LiZr4(NCl)4,Li1 Zr4 N4 Cl4,-1.9849028851282116,0.6265999999999998
mp-1176814,LiCu2(C2O5)2,Li2 Cu4 C8 O20,-1.5492215957843138,0.14339999999999997
mp-1246372,LiCo2N3,Li2 Co4 N6,0.04282003618055441,0.0
mp-1113694,Rb2LiVF6,Rb2 Li1 V1 F6,-3.095765575333334,0.0
mp-780200,LiFePH2O5,Li4 Fe4 P4 H8 O20,-2.0419456132976195,3.6175
mp-762643,LiFeSiO4,Li12 Fe12 Si12 O48,-2.5037370683333324,1.6568999999999998
mp-1111259,K2LiDyCl6,K2 Li1 Dy1 Cl6,-2.3153926249166674,5.0198
mp-1035445,LiMg14FeO16,Li1 Mg14 Fe1 O16,-2.882484026041666,1.79
mp-1287546,LiMnCo3O8,Li2 Mn2 Co6 O16,-1.455712737789566,0.3197000000000001
mp-781594,LiMn3(BO3)3,Li2 Mn6 B6 O18,-2.3901821623204027,0.18090000000000006
mp-758972,Li(CoO2)4,Li2 Co8 O16,-1.253005057948718,0.0
mp-6567,LiNd(PO3)4,Li2 Nd2 P8 O24,-2.85138823246693,5.677
mp-1191159,LiPrSn,Li8 Pr8 Sn8,-0.6557440120833326,0.005000000000000782
mp-2365577,LiNiS2,Li2 Ni2 S4,-0.8716884183333322,0.0
mp-849740,LiFe(SO4)2,Li3 Fe3 S6 O24,-1.9391357762499994,2.0749
mp-1190441,LiSbF4,Li4 Sb4 F16,-2.8516083626388884,5.135
mp-1235086,K2LiS2(O2F)2,K2 Li1 S2 O4 F2,-2.1270478061666656,0.27390000000000003
mp-766087,LiNiP2O7,Li4 Ni4 P8 O28,-2.262402197510821,0.04389999999999994
mp-1210977,LiMn2TeO6,Li2 Mn4 Te2 O12,-1.926569320086206,1.0634000000000006
mp-778697,LiMnF3,Li8 Mn8 F24,-2.9946282520028746,0.0
mp-1211202,LiCr2(MoO4)3,Li2 Cr4 Mo6 O24,-2.0950934696296297,0.7350000000000001
mp-1185257,LiY3,Li1 Y3,0.1934289841666672,0.0
mp-1206962,LiTaF6,Li1 Ta1 F6,-3.4503739461250014,6.1518
mp-756421,LiFeBO3,Li4 Fe4 B4 O12,-2.2457511937499994,3.4573
mp-760509,LiCuCO3,Li3 Cu3 C3 O9,-1.5991319683333332,1.1411999999999995
mp-777358,LiCr(PO3)4,Li4 Cr4 P16 O48,-2.552795140661374,2.2488
mp-760814,LiCuF3,Li4 Cu4 F12,-2.2934322978333332,0.0
mp-675069,LiNbO3,Li14 Nb14 O42,-2.890076778023809,3.0231000000000003
mp-1206695,LiVBi,Li1 V1 Bi1,0.2825532755555553,0.0
mp-604147,Na2Li(H2N)3,Na8 Li4 H24 N12,-0.4831377044659959,2.1905
mp-849793,LiVSiO4,Li16 V16 Si16 O64,-2.771809523154762,2.5348
mp-18782,LiFeO2,Li2 Fe2 O4,-1.922563475833332,0.0
mp-758705,LiFe2(BO3)2,Li4 Fe8 B8 O24,-2.24804857651515,0.7990999999999999
mp-1245798,LiFeN,Li4 Fe4 N4,-0.45836739944444344,0.0
mp-559155,LiMg4V3O12,Li2 Mg8 V6 O24,-2.7152900129166655,3.0354
mp-1035470,RbLiMg14O15,Rb1 Li1 Mg14 O15,-2.696337464301076,2.2211000000000003
mp-780523,LiFe(SO4)2,Li8 Fe8 S16 O64,-1.9403150991319436,1.9546999999999999
mp-557375,NaLiCO3,Na3 Li3 C3 O9,-2.1640049457854413,4.4576
mp-850441,LiMn2P2H9O13,Li2 Mn4 P4 H18 O26,-1.8368078321196701,1.0564
mp-758673,LiNb2O4,Li2 Nb4 O8,-2.7144327019047614,0.0
mp-1176828,LiMnH4(SO5)2,Li2 Mn2 H8 S4 O20,-1.7423016036813535,1.0454999999999999
mp-1213573,LiCdMoO5,Li4 Cd4 Mo4 O20,-1.4217859679166667,0.0
mp-1023320,LiMg6Al,Li2 Mg12 Al2,0.014738218958333382,0.0
mp-756581,LiNdTi2O6,Li2 Nd2 Ti4 O12,-3.3988690967500004,2.3145
mp-754078,LiFe2(PO4)2,Li1 Fe2 P2 O8,-2.3666257625091567,1.6052
mp-755000,LiTiO2,Li2 Ti2 O4,-2.922727345416666,0.0
mp-559142,KLi(PO3)2,K8 Li8 P16 O48,-2.697545796861904,5.2914
mp-684059,LiTi(PO3)5,Li2 Ti2 P10 O30,-2.654315436244589,0.0
mp-850915,LiFe2O2F3,Li2 Fe4 O4 F6,-2.3199316657291664,1.1458000000000002
mp-1190768,LiSmSn,Li8 Sm8 Sn8,-0.6635572915277793,0.0
mp-1096281,LiAlHg2,Li1 Al1 Hg2,0.8332092427083282,0.0
mp-1236534,Cs2Li(IO3)2,Cs2 Li1 I2 O6,-1.3326984025130613,0.2681
mp-862554,LiEr2Ir,Li1 Er2 Ir1,-0.6210271408333341,0.0
mp-25838,LiCr2(PO4)3,Li2 Cr4 P6 O24,-2.4526242776256595,0.0
mp-760175,LiFe2OF3,Li4 Fe8 O4 F12,-2.3875383869047613,2.4981999999999998
mp-781314,LiCuCO3,Li2 Cu2 C2 O6,1.2234026119444448,0.3342999999999998
mp-753403,LiCu2(CO3)2,Li2 Cu4 C4 O12,-1.5687082634848482,0.0
mp-1185300,LiAg3,Li1 Ag3,-0.12004493041666464,0.0
mp-26409,LiTi(PO3)4,Li2 Ti2 P8 O24,-2.7336675900132263,0.1806000000000001
mp-753407,LiFePO4,Li4 Fe4 P4 O16,-2.3834838989965976,3.2069
mp-1235389,SrLiAl2B2O7,Sr1 Li1 Al2 B2 O7,-2.92533034801282,0.0
mp-1236597,LiCr4In4O12,Li1 Cr4 In4 O12,-1.9849317685714276,0.0
mp-1097500,LiGaHg2,Li1 Ga1 Hg2,0.6504655416368905,0.0
mp-757673,LiTiP2O7,Li4 Ti4 P8 O28,-2.8215265598593073,0.0
mp-1236029,LiHo2Ta2O8,Li1 Ho2 Ta2 O8,-3.363791994461537,0.0
mp-757866,LiMn(SiO3)2,Li8 Mn8 Si16 O48,-2.807091182501437,0.08639999999999981
mp-13914,LiCo2Ge,Li1 Co2 Ge1,-0.21183492458333308,0.0
mp-755299,LiFeF4,Li2 Fe2 F8,-2.766905360555556,3.1241
mp-1398557,LiAgF3,Li2 Ag2 F6,-1.1413747173333348,0.2067000000000001
mp-1235383,LiLuZnFeO4,Li1 Lu1 Zn1 Fe1 O4,-2.4340352249999997,1.2056999999999998
mp-1236216,LiBi3PbWClO8,Li1 Bi3 Pb1 W1 Cl1 O8,-1.6518817862222221,0.0
mp-770353,LiCr2(SO4)3,Li2 Cr4 S6 O24,-2.0108138783796283,0.0
mp-705004,LiNi(PO3)5,Li2 Ni2 P10 O30,-2.280465917911256,0.0
mp-1210819,LiMg2H7Os,Li2 Mg4 H14 Os2,-0.4463243956439387,3.3071
mp-758064,LiCoPO4,Li24 Co24 P24 O96,-2.319814169175169,2.66
mp-27227,LiAg3O2,Li2 Ag6 O4,-0.8034600272222215,0.7277999999999998
mp-867313,LiTmPt2,Li1 Tm1 Pt2,-1.0391834704166598,0.0
mp-1192111,LiEr(WO4)2,Li2 Er2 W4 O16,-2.667013651527777,3.7954
mp-1235411,LiSi2(AgO)8,Li1 Si2 Ag8 O8,-1.2831107371929817,0.0
mp-1235451,Sr2LiTa2(NO2)2,Sr2 Li1 Ta2 N2 O4,-2.354055439818181,0.0
mp-19433,LiScMo3O8,Li1 Sc1 Mo3 O8,-2.296054929102565,0.0
mp-1236180,LiV2Zn2(SiO5)2,Li1 V2 Zn2 Si2 O10,-2.496579338137254,1.1469
mp-643458,LiHSO4,Li4 H4 S4 O16,-1.9341738256547611,5.9636
mp-1522600,BaLiNbBiO6,Ba1 Li1 Nb1 Bi1 O6,-2.405297493833333,0.0
mp-1078515,LiTbSn2,Li2 Tb2 Sn4,-0.4572825462499992,0.0
mp-1232997,LiCuP4(RuO7)2,Li1 Cu1 P4 Ru2 O14,-2.114850823495671,0.06480000000000041
mp-559441,LiTiPO5,Li4 Ti4 P4 O20,-3.03014624766369,3.0747
mp-1018786,LiMnSb,Li2 Mn2 Sb2,-0.28096835114942564,0.0
mp-1235271,LiMn6(OF2)4,Li1 Mn6 O4 F8,-2.524121610574712,0.13070000000000004
mp-1040107,NaLiMg30O31,Na1 Li1 Mg30 O31,-2.929609921384327,2.4311999999999996
mp-768544,LiMnV(PO4)3,Li2 Mn2 V2 P6 O24,-2.5006763886218284,0.48750000000000004
mp-766089,LiVSiO4,Li8 V8 Si8 O32,-2.767642278511905,2.3382
mp-1097470,LiLaTl2,Li1 La1 Tl2,1.4033927887499962,0.0
mp-23694,LiBH,Li4 B4 H4,-0.26753257875,0.0
mp-1222423,LiTa2CuO6,Li1 Ta2 Cu1 O6,-2.7654815372999986,1.1642000000000001
mp-779883,LiV2P4(HO8)2,Li2 V4 P8 H4 O32,-2.3979786911761893,0.9866999999999999
mp-1226312,Cs2LiV3F12,Cs2 Li1 V3 F12,-3.231260872924649,2.1633999999999998
mp-1180707,LiH2BrO5,Li4 H8 Br4 O20,-0.8509684384259254,2.5899
mp-1191127,LiCr(WO4)2,Li2 Cr2 W4 O16,-2.271324014027776,2.4172
mp-1200149,LiFe2(P2O7)2,Li4 Fe8 P16 O56,-2.3463538500907024,0.0
mp-1235246,Sr4LiMn2Ga2O11,Sr4 Li1 Mn2 Ga2 O11,-2.4486703143347706,0.0
mp-765638,LiFePO4,Li8 Fe8 P8 O32,-2.3932175102465982,3.1186999999999996
mp-760257,LiFe2(BO3)2,Li4 Fe8 B8 O24,-2.257250271060606,1.1149
mp-37680,LiGdSe2,Li2 Gd2 Se4,-1.9134489911979173,1.2090999999999998
mp-1235169,Ba4Li(RhO3)4,Ba4 Li1 Rh4 O12,-1.970201646349206,0.0
mp-1235674,LiCu6OF11,Li1 Cu6 O1 F11,-1.7456543399122808,0.0
mp-772930,Na2LiFePCO7,Na8 Li4 Fe4 P4 C4 O28,-2.2851962033257536,3.6665
mp-865838,LiSiRu2,Li1 Si1 Ru2,-0.35291688833333357,0.0
mp-1016222,LiMg3,Li1 Mg3,-0.020504535416666858,0.0
mp-556531,LiSi2BO6,Li8 Si16 B8 O48,-3.0585633838749997,5.2825
mp-1246721,LiZr2(PO4)3,Li2 Zr4 P6 O24,-2.987229011792327,3.7937000000000003
mp-1245555,LiIrN2,Li2 Ir2 N4,0.14534356187500208,0.0
mp-1577040,LiMnP2HO7,Li2 Mn2 P4 H2 O14,-2.4330517136916736,4.751
mp-1097183,LiPbAu2,Li1 Pb1 Au2,0.8786147516666678,0.03620000000000001
mp-753592,LiMn2F7,Li2 Mn4 F14,-2.7771997611695403,1.7055000000000002
mp-768758,LiCoBO3,Li9 Co9 B9 O27,-2.207528733240741,2.1166
mp-1235053,Rb2Li(OsO3)2,Rb2 Li1 Os2 O6,-1.5760147012121204,0.09330000000000016
mp-26533,LiNb2(PO4)3,Li2 Nb4 P6 O24,-2.766945570681216,0.0
mp-1021283,LiMg6Si,Li2 Mg12 Si2,0.0516042720833334,0.0
mp-1188477,LiH2N,Li4 H8 N4,-0.5495992233333338,3.4348
mp-765559,LiAgF4,Li2 Ag2 F8,-1.8794102694444443,1.1276
mp-1110667,Rb2LiTaCl6,Rb2 Li1 Ta1 Cl6,-1.9175468835666662,0.0
mp-862377,LiBe2Ir,Li1 Be2 Ir1,-0.3860295058333332,0.0
mp-779759,LiV4OF11,Li2 V8 O2 F22,-3.0994912301960786,0.0
