material_id,formula_pretty,composition,E_f,E_g
mp-22947,K2ReCl6,K2 Re1 Cl6,-1.4869133438888882,1.0776
mp-1110665,K2RbTaF6,K2 Rb1 Ta1 F6,-2.8647992514333334,0.0
mp-1196420,K2Zr(H2N)6,K4 Zr2 H24 N12,-0.5416352507539692,2.8091999999999997
mp-1110933,K2NaNdBr6,K2 Na1 Nd1 Br6,-2.0658077412500004,4.0009
mp-699496,K2Cd3H10S4O21,K8 Cd12 H40 S16 O84,-1.2441936244874996,0.07400000000000001
mp-1224572,K2FeH8(SO6)2,K4 Fe2 H16 S4 O24,-1.6981500253799993,3.2391
mp-18832,K2VO2F3,K8 V4 O8 F12,-2.7974176468125,2.7196
mp-1212300,K2UMo2HO10,K8 U4 Mo8 H4 O40,-2.233784279265624,2.3188
mp-769604,K2MnPCO7,K8 Mn4 P4 C4 O28,-2.320166899339491,0.7031
mp-1099764,K2Ta2O5,K4 Ta4 O10,-2.661626292333333,0.0
mp-1110847,K2YAgF6,K2 Y1 Ag1 F6,-3.155783398116666,2.6382
mp-1112422,K2NdAuCl6,K2 Nd1 Au1 Cl6,-1.9718034822,2.2347
mp-573891,K2Ag4Se3,K4 Ag8 Se6,-0.6632701742442101,0.0
mp-1224262,K2P3NO12,K4 P6 N2 O24,-1.4421366296349203,0.0
mp-666157,K2VAgS4,K4 V2 Ag2 S8,-1.1807029201458321,1.2817000000000003
mp-1205367,K2FeF5,K4 Fe2 F10,-2.9062442741562506,2.9703
mp-1205681,K2NaPdF6,K2 Na1 Pd1 F6,-2.4539070167500023,0.5740000000000001
mp-1112262,K2IrAuF6,K2 Ir1 Au1 F6,-1.8741054672499928,0.5491999999999999
mp-1111416,K2ScTlF6,K2 Sc1 Tl1 F6,-3.2922602307833344,4.6328000000000005
mp-1194845,K2U(Si2O5)3,K8 U4 Si24 O60,-3.191462441541667,0.11580000000000013
mp-1112063,K2SmAuCl6,K2 Sm1 Au1 Cl6,-1.9821529669499998,2.2805
mp-1203158,K2Cu(SO5)2,K8 Cu4 S8 O40,-1.5366445004666665,0.04779999999999984
mp-1113025,K2InCuF6,K2 In1 Cu1 F6,-0.395371056616667,0.0
mp-734958,K2Pt(I2O)2,K8 Pt4 I16 O8,-0.9721186940000004,0.06959999999999988
mp-4529,K2SO4,K8 S4 O16,-2.2691619313571385,5.2168
mp-29861,K2Mn3S4,K4 Mn6 S8,-1.233147261910918,0.0
mp-13799,K2NaYF6,K2 Na1 Y1 F6,-3.5491640850879307,6.2393
mp-1111989,K2ScHgBr6,K2 Sc1 Hg1 Br6,-1.7300820872000007,0.0
mp-1110901,K2LiNdBr6,K2 Li1 Nd1 Br6,-2.059488712416666,3.973
mp-1112212,K2HgAsCl6,K2 Hg1 As1 Cl6,-1.4446696724500003,0.0
mp-669540,K2PtN4(ClO4)2,K4 Pt2 N8 Cl4 O16,-1.066511725264706,1.9353000000000002
mp-762295,K2Mn3V2(HO5)2,K4 Mn6 V4 H4 O20,-2.144972547673335,1.6717
mp-1223921,K2VCo6Cu2As5O24,K2 V1 Co6 Cu2 As5 O24,-1.6654734728,0.4375
mp-1111117,K2RbPdF6,K2 Rb1 Pd1 F6,-2.4110784087,0.0
mp-1111670,K2LiMnF6,K2 Li1 Mn1 F6,-2.9735777950764364,0.0
mp-10381,K2CuSb,K4 Cu2 Sb2,-0.40525860937500013,1.1104
mp-24816,K2Cr2Cd(H2O5)2,K2 Cr2 Cd1 H4 O10,-1.6965983340000002,0.0
mp-1199876,K2Al2(SiO4)3,K4 Al4 Si6 O24,-2.6221649636578945,0.0
mp-19148,K2Mn2O3,K4 Mn4 O6,-1.7564351854088653,0.0
mp-1111609,K2RbAsBr6,K2 Rb1 As1 Br6,-1.5198009019499996,3.0965
mp-558517,K2Cr2HgCl2O7,K8 Cr8 Hg4 Cl8 O28,-1.7225341938928567,2.5189
mp-1196504,K2CrMo6H23O32,K4 Cr2 Mo12 H46 O64,-1.6155413058320311,3.1246
mp-1206937,K2MgAs2,K2 Mg1 As2,0.3519822890999997,0.0
mp-1110942,K2YCuI6,K2 Y1 Cu1 I6,-1.3361231784499998,1.8261
mp-531968,K2Ba3Sb4,K16 Ba24 Sb32,-0.7680351657777772,0.34240000000000004
mp-664980,K2P3,K8 P12,-0.5412860682857115,1.0518
mp-17789,K2RuO4,K8 Ru4 O16,-1.7115235681428567,0.16959999999999997
mp-652663,K2PtS15,K4 Pt2 S30,-0.33589066248263716,1.6801
mp-744554,K2FeP2H3(O4F)2,K4 Fe2 P4 H6 O16 F4,-1.5953512443075384,0.4448000000000001
mp-767417,K2AlPCO7,K4 Al2 P2 C2 O14,-2.5845001395119045,4.9518
mp-1110890,K2NaSbCl6,K2 Na1 Sb1 Cl6,-1.640746519249997,3.1323000000000003
mp-697221,K2FeH4(SO5)2,K4 Fe2 H8 S4 O20,-1.8315068297105266,4.0493999999999994
mp-1211699,K2RbLuV2O8,K2 Rb1 Lu1 V2 O8,-2.747804025619047,3.3743
mp-1111379,K2AlTlF6,K2 Al1 Tl1 F6,-3.167714783283334,4.7545
mp-680676,K2Dy4Cu4S9,K2 Dy4 Cu4 S9,-1.654217154403506,0.7189999999999999
mp-31012,K2(NbBr3)3,K4 Nb6 Br18,-1.4125756208928562,1.0786
mp-704317,K2Cu3(MoO4)4,K8 Cu12 Mo16 O64,-1.7687219829800005,0.5975999999999999
mp-1111939,K2CrCuF6,K2 Cr1 Cu1 F6,-2.7121617989499995,0.6825999999999999
mp-863758,K2SrCdSb2,K4 Sr2 Cd2 Sb4,-0.6680369157499996,0.3151999999999999
mp-1224578,K2MgFe(SiO3)8,K2 Mg1 Fe1 Si8 O24,-2.389089664430555,0.7370999999999999
mp-1212425,K2P4PtWClO10,K4 P8 Pt2 W2 Cl2 O20,-2.066813664372181,1.7432999999999998
mp-862794,K2Pu2O5,K2 Pu2 O5,-2.7860151710555545,0.0
mp-1110774,K2RbTaI6,K2 Rb1 Ta1 I6,-1.1243906089333329,0.0
mp-29602,K2ZrTe3,K8 Zr4 Te12,-1.2193996420000008,0.3738999999999999
mp-1233836,K2CaNd4Nb2O12,K2 Ca1 Nd4 Nb2 O12,-3.0742278492619044,0.0
mp-680045,K2CeAg3Te4,K8 Ce4 Ag12 Te16,-0.9264045921166655,0.038899999999999935
mp-1212402,K2HfO6,K8 Hf4 O24,-1.5505081679999988,0.0
mp-556996,K2LiAlF6,K6 Li3 Al3 F18,-3.465845342616667,7.2639
mp-1200819,K2FeGe3Se8,K8 Fe4 Ge12 Se32,-0.7921985091607147,0.11319999999999997
mp-18914,K2MoO4,K4 Mo2 O8,-2.201776259928571,4.0703
mp-1204887,K2HfO2F5,K16 Hf8 O16 F40,-2.8459455549499992,0.1251
mp-1204915,K2SeS3O7,K8 Se4 S12 O28,-1.3935351859110565,0.08740000000000003
mp-753662,K2Mg2O3,K4 Mg4 O6,-2.262312556,2.888
mp-725973,K2HgCl4,K8 Hg4 Cl16,-1.5545025057142863,2.3613
mp-1181144,K2PtO6,K2 Pt1 O6,-0.5422393132777772,0.0
mp-1112325,CsK2AsBr6,Cs1 K2 As1 Br6,-1.5032971111655171,2.9226
mp-1111974,CsK2NbF6,Cs1 K2 Nb1 F6,-2.828193599000001,0.0
mp-7534,K2Cd2O3,K4 Cd4 O6,-1.403533418857142,0.6513
mp-1235049,K2LiH2(SeO3)2,K2 Li1 H2 Se2 O6,-1.503351001540063,0.6496
mp-1111578,K2TlInBr6,K2 Tl1 In1 Br6,-1.52915941845,2.1232
mp-1097108,K2HgTe,K2 Hg1 Te1,-0.1613034081249971,0.1296999999999997
mp-1112160,K2InCuBr6,K2 In1 Cu1 Br6,-1.4148564741166663,0.0
mp-1110915,K2NdAgCl6,K2 Nd1 Ag1 Cl6,-1.9837469667500003,3.4985999999999997
mp-1199715,K2In2P3Se10,K8 In8 P12 Se40,-0.7629913194234933,1.5675000000000001
mp-1111651,K2NaAsCl6,K2 Na1 As1 Cl6,-1.7556581463379306,3.145
mp-559549,K2LaNb5O15,K4 La2 Nb10 O30,-3.100760761391304,1.8326
mp-8716,K2MnSe2,K4 Mn2 Se4,-1.2937146860215507,0.9895
mp-1223818,K2NaCl3,K2 Na1 Cl3,-2.1097278974999996,4.9422999999999995
mp-1112269,K2AlAuF6,K2 Al1 Au1 F6,-2.8242939733333374,1.3271000000000002
mp-1198522,K2Mg(SeO7)2,K4 Mg2 Se4 O28,-0.6359686583782889,0.012499999999999956
mp-2240085,K2NaMgTiOF5,K2 Na1 Mg1 Ti1 O1 F5,-2.7807134567466036,0.0
mp-1110855,K2LiMoCl6,K2 Li1 Mo1 Cl6,-1.7073482966666405,1.4862
mp-1233082,K2MgZn4P4(HO8)2,K2 Mg1 Zn4 P4 H2 O16,-2.2272091762266006,0.8736999999999999
mp-1111622,K2NaTbCl6,K2 Na1 Tb1 Cl6,-2.31291194625,4.9113
mp-1199421,K2U3(O5F4)2,K4 U6 O20 F16,-2.5891995432391295,0.4157
mp-1233184,K2CaNd4Nb2O12,K2 Ca1 Nd4 Nb2 O12,-3.0951537654523804,0.4659999999999993
mp-1213632,K2Ni3S2,K8 Ni12 S8,-0.43236388492857053,0.14069999999999983
mp-555425,K2Th(CuS2)2,K2 Th1 Cu2 S4,-1.4402712038333325,1.1260000000000003
mp-775466,K2InSi4HO11,K8 In4 Si16 H4 O44,-2.807571015258772,3.7414000000000005
mp-19137,K2Mn(SeO3)2,K8 Mn4 Se8 O24,-1.7611611006471397,3.6409000000000002
mp-863004,K2USO7F2,K8 U4 S4 O28 F8,-2.519203584576922,0.4244
mp-1111150,K2LiCoF6,K2 Li1 Co1 F6,-2.7406179652833336,0.0
mp-1238084,K2Tc,K6 Tc3,1.5753530518888885,0.0
mp-2223644,K2Mg(CuO2)2,K2 Mg1 Cu2 O4,-1.3710253877222216,0.0
mp-989587,K2SBrCl6,K2 S1 Br1 Cl6,-1.1281308137,0.0
mp-5450,K2ZrF6,K4 Zr2 F12,-3.6813205824999997,5.3289
mp-1212036,K2Mo2C4O15,K4 Mo4 C8 O30,-1.5093759831304348,0.26360000000000006
mp-1104831,K2PdO4,K4 Pd2 O8,-0.9644376663571421,0.0
mp-628617,Cs4K2Cu(SiO4)2,Cs8 K4 Cu2 Si4 O16,-2.269573168124747,0.6454999999999997
mp-566368,K2Te(WO4)3,K8 Te4 W12 O48,-2.142395664509258,2.6071
mp-1233579,K2Sm2Mg(MoO4)4,K2 Sm2 Mg1 Mo4 O16,-2.4851778207799997,1.5419999999999998
mp-1206472,K2TcBr6,K2 Tc1 Br6,-1.3512560541666687,1.0368
mp-729448,K2SIO7,K8 S4 I4 O28,-1.6436968565454542,0.0
mp-1235743,K2LiNd4Nb2O12,K2 Li1 Nd4 Nb2 O12,-3.1337544989444432,0.21839999999999993
mp-707400,K2H17Ru2(SO6)4,K2 H17 Ru2 S4 O24,-1.0698334713418365,0.09110000000000001
mp-1111119,K2YInF6,K2 Y1 In1 F6,-3.253096569616666,3.3664
mp-1223985,K2AlMo3(P2O7)4,K2 Al1 Mo3 P8 O28,-2.6362262676581643,0.1513
mp-616240,K2PtC4(SN)4,K4 Pt2 C8 S8 N8,-0.12146152296666722,0.0
mp-556764,K2UMo(IO6)2,K8 U4 Mo4 I8 O48,-2.0109176973333334,2.1943
mp-554959,K2Al2Sb2O7,K2 Al2 Sb2 O7,-2.530642674384614,3.5034
mp-1212411,K2VAgSe2,K8 V4 Ag4 Se8,-0.4165150868090273,0.0
mp-2227211,K2NaMgTiOF5,K2 Na1 Mg1 Ti1 O1 F5,-2.8046467722011497,0.0
mp-561311,K2P2WO9,K8 P8 W4 O36,-2.548922766698979,4.0835
mp-628804,K2EuSiSe5,K8 Eu4 Si4 Se20,-1.347061447079861,0.3390000000000004
mp-1235408,K2LiNb2P2(CO7)2,K2 Li1 Nb2 P2 C2 O14,-2.4130685781356105,0.0676000000000001
mp-554621,K2FeF5,K32 Fe16 F80,-2.798856105640625,3.6845
mp-1246385,K2MnN2,K8 Mn4 N8,-0.3535240289862074,0.0
mp-6548,K2La2Ti3O10,K2 La2 Ti3 O10,-3.4292274546764703,2.0397999999999996
mp-1111216,K2RbErCl6,K2 Rb1 Er1 Cl6,-2.4019136161999994,4.5391
mp-1110849,K2PrAgF6,K2 Pr1 Ag1 F6,-3.076619254283333,2.5361
mp-1224144,K2VOF4,K8 V4 O4 F16,-3.0115735018125,2.8268
mp-1201301,K2Hf2O5,K8 Hf8 O20,-3.283843717166663,4.4449
mp-555914,K2CaP2O7,K8 Ca4 P8 O28,-2.9280515738571427,4.8824000000000005
mp-707096,K2P3H7O9,K4 P6 H14 O18,-1.8340667935561226,6.462
mp-1223639,K2MgCuF6,K2 Mg1 Cu1 F6,-2.9389551494499995,0.0
mp-558325,K2YNb5O15,K2 Y1 Nb5 O15,-3.0767084816086965,1.6128000000000002
mp-1224244,K2Bi8Se13,K4 Bi16 Se26,-0.7816910567377716,0.13649999999999984
mp-34127,K2NaAs,K4 Na2 As2,-0.3496957783448269,0.14690000000000003
mp-27597,K2Mo2O7,K4 Mo4 O14,-2.1376308024545594,3.1424
mp-573324,CsK2Ho(PO4)2,Cs1 K2 Ho1 P2 O8,-2.983889530602919,4.8718
mp-3808,K2UO4,K2 U1 O4,-3.057486342071414,1.9773
mp-1223763,K2Al2O2F9,K4 Al4 O4 F18,-2.6889640838,0.18999999999999995
mp-1212082,K2ErSbO7,K4 Er2 Sb2 O14,-1.8678109633636348,0.0
mp-9069,K2NaAlAs2,K4 Na2 Al2 As4,-0.5547159684798851,1.026
mp-1223759,K2MgZr(MoO4)4,K2 Mg1 Zr1 Mo4 O16,-2.4015864733125,3.0641
mp-14634,K2VAgSe4,K4 V2 Ag2 Se8,-1.0847753475677075,0.9843
mp-1110865,K2LiSbCl6,K2 Li1 Sb1 Cl6,-1.6404104414166654,2.9339
mp-1110908,K2NdCuBr6,K2 Nd1 Cu1 Br6,-1.8144534812,2.2312000000000003
mp-13596,K2ZrF6,K4 Zr2 F12,-3.6795301813888894,5.6959
mp-1212192,K2Co(SO7)2,K4 Co2 S4 O28,-1.0198266139210517,0.0
mp-690372,K2NaMo(OF)3,K4 Na2 Mo2 O6 F6,-2.5215507590879307,3.2003
mp-1112001,K2AgAsBr6,K2 Ag1 As1 Br6,-1.3017275413666667,0.8026
mp-17730,K2SnO3,K8 Sn4 O12,-1.9516497082499988,2.1547
mp-1111213,K2RbGaBr6,K2 Rb1 Ga1 Br6,-1.64963236295,2.3254
mp-1112203,K2InHgBr6,K2 In1 Hg1 Br6,-1.418796848366667,0.0
mp-767414,K2HoPCO7,K4 Ho2 P2 C2 O14,-2.7852927386785704,4.2068
mp-1199679,K2Zr2NiH12(OF2)6,K4 Zr4 Ni2 H24 O12 F24,-2.386080885557143,5.1419
mp-1110836,K2LiNdF6,K2 Li1 Nd1 F6,-3.518676684033333,6.379099999999999
mp-1110966,K2PrAgI6,K2 Pr1 Ag1 I6,-1.393345250783333,2.5488
mp-1111981,K2GaHgCl6,K2 Ga1 Hg1 Cl6,-1.6029126674500005,0.0
mp-1196462,K2BiCl5O2,K16 Bi8 Cl40 O16,-0.8335864694500004,1.0207
mp-2232079,K2Na2Pr2MgNb2O10,K2 Na2 Pr2 Mg1 Nb2 O10,-2.6727249900311554,0.7553999999999998
mp-1200158,K2BaNa2Ti4(SiO4)8,K2 Ba1 Na2 Ti4 Si8 O32,-2.6992004583794262,0.5992
mp-757470,K2ZnP4(HO2)8,K2 Zn1 P4 H8 O16,-2.1107563325591396,5.0611
mp-1211886,K2NdI5,K8 Nd4 I20,-1.7346479590000006,3.0409999999999995
mp-728491,K2ScSi2O7,K16 Sc8 Si16 O56,-2.943549602354166,0.4707
mp-1196673,K2CoH12(C2O7)2,K4 Co2 H24 C8 O28,-1.4460801242272725,1.2163
mp-1211950,K2CrF6,K2 Cr1 F6,-2.8828062166111104,0.0
mp-29825,K2Si2O5,K12 Si12 O30,-2.8983044935555564,4.3282
mp-675541,K2Sn5Cl12,K4 Sn10 Cl24,-1.515310138921052,2.4961
mp-637196,K2Pt(CN)4,K8 Pt4 C16 N16,-0.31653657177272715,2.1357
mp-1112018,K2InSbI6,K2 In1 Sb1 I6,-1.0289023891166664,0.5200999999999998
mp-1196465,K2ZrS2(O5F)2,K8 Zr4 S8 O40 F8,-2.087423181294117,0.19130000000000003
mp-1211957,K2LuF5,K8 Lu4 F20,-3.7937263786458324,6.7715
mp-27549,K2AgBi,K4 Ag2 Bi2,-0.333258419041667,0.6783000000000001
mp-1112418,K2SbAuBr6,K2 Sb1 Au1 Br6,-1.2823228484499996,0.238
mp-675614,K2In12Se19,K2 In12 Se19,-0.8583906451221583,0.8127999999999997
mp-1112179,K2ScInF6,K2 Sc1 In1 F6,-3.264309454116667,3.5404000000000004
mp-1181350,K2CoC4S4N4O3,K4 Co2 C8 S8 N8 O6,-0.2771380492777777,0.5452999999999999
mp-1110946,K2CuBiI6,K2 Cu1 Bi1 I6,-0.98095970645,0.8293000000000001
mp-1212263,K2EuF5,K8 Eu4 F20,-3.4627531278124994,0.15880000000000005
mp-1232329,K2Zn2Cu(SO)2,K2 Zn2 Cu1 S2 O2,-1.0233538260555557,0.0
mp-1147537,K2Cu(BrF)2,K2 Cu1 Br2 F2,-1.7931870656428572,0.0
mp-556047,K2OsCBr5O,K8 Os4 C4 Br20 O4,-1.349177240449999,0.5206
mp-1234663,K2Gd2Mg(MoO4)4,K2 Gd2 Mg1 Mo4 O16,-2.4299433675800004,1.6099
mp-1110917,K2AgMoBr6,K2 Ag1 Mo1 Br6,-1.3122986616166668,0.6656
mp-1147602,K2CuI2O,K2 Cu1 I2 O1,-0.7742461269999996,0.0
mp-24008,K2FeH2Cl5O,K8 Fe4 H8 Cl20 O4,-1.6332014415454545,2.2076
mp-695998,K2ZnH4,K8 Zn4 H16,-0.3250840771428563,4.141
mp-542902,K2CoH12(SO7)2,K4 Co2 H24 S4 O28,-1.598422546596774,0.6016000000000001
mp-1110902,K2LiBiBr6,K2 Li1 Bi1 Br6,-1.6586380587833331,2.9174
mp-1212031,K2Ca2MgH2(SO4)4,K2 Ca2 Mg1 H2 S4 O16,-2.100483371555555,2.4694000000000003
mp-600154,K2CuH8(CO3)4,K4 Cu2 H16 C8 O24,-1.4829399716481477,3.0671999999999997
mp-7670,K2Se3,K4 Se6,-0.9500309749374992,0.644
mp-734213,K2NaCa2TiSi7HO20,K4 Na2 Ca4 Ti2 Si14 H2 O40,0.3953570004275695,0.0
mp-558956,K2VPO6,K8 V4 P4 O24,-2.5692540969142845,3.3835
mp-561230,K2BiPWO8,K8 Bi4 P4 W4 O32,-2.356074100703296,4.0502
mp-722535,K2UP2(H2O5)2,K4 U2 P4 H8 O20,-2.056135932567669,0.006900000000000003
mp-1110892,K2NaPrCl6,K2 Na1 Pr1 Cl6,-2.275252412916666,4.7855
mp-560268,K2Mo3(AsO5)4,K4 Mo6 As8 O40,-1.8523602930862069,2.4356999999999998
mp-1087476,K2Mg5Sn3,K2 Mg5 Sn3,-0.1833379114500005,0.0
mp-771185,K2Ge2O5,K12 Ge12 O30,-2.1405969626296297,2.9349999999999996
mp-1110783,K2RbBiI6,K2 Rb1 Bi1 I6,-1.2317797321999997,2.6959
mp-1112417,K2TaAuF6,K2 Ta1 Au1 F6,-2.6466962747976366,1.169
mp-8127,K2Mg(CO3)2,K2 Mg1 C2 O6,-2.261356723590908,4.0485999999999995
mp-557610,K2MnF4,K2 Mn1 F4,-2.99229525891872,2.8070000000000004
mp-1212639,K2CuCl4,K8 Cu4 Cl16,-1.508337208571429,0.0
mp-19863,K2CuPb(NO2)6,K2 Cu1 Pb1 N6 O12,-0.9800189224772722,0.0
mp-1111638,K2NaMnF6,K2 Na1 Mn1 F6,-2.941861126881034,0.0
mp-6984,K2SiAs2,K4 Si2 As4,-0.4407486868999982,1.0036
mp-1212810,K2NbCuSe2,K8 Nb4 Cu4 Se8,-0.2652514694479162,0.0
mp-1112330,K2BiAuF6,K2 Bi1 Au1 F6,-2.3321580969499998,1.0663
mp-1235048,K2LiLa4O7,K2 Li1 La4 O7,-2.921311077166667,0.0
mp-1112264,K2GaAuF6,K2 Ga1 Au1 F6,-2.4953214447,0.6779000000000001
mp-726002,K2I3NO12,K8 I12 N4 O48,-0.9908931995555545,0.0
mp-1019778,K2Li3B(P2O7)2,K8 Li12 B4 P16 O56,-2.73806579582242,5.5903
mp-28501,K2(NbCl3)3,K4 Nb6 Cl18,-1.876903066392858,1.0867999999999998
mp-766427,K2NaZn2H5(C2O7)2,K4 Na2 Zn4 H10 C8 O28,-1.7940711366831883,4.3942
mp-9910,K2Pd3S4,K4 Pd6 S8,-0.8321201798611119,0.5108999999999999
mp-773453,K2FePCO7,K4 Fe2 P2 C2 O14,-2.248210012011904,1.8518000000000001
mp-8719,K2MnTe2,K4 Mn2 Te4,-1.1002064433965528,0.0
mp-1112261,K2MnAuF6,K2 Mn1 Au1 F6,-2.431516035743103,0.0
mp-699445,K2P2H2O7,K12 P12 H12 O42,-2.3333712342655666,4.9118
mp-863831,K2V4Zn5O20,K4 V8 Zn10 O40,-1.6560135311129036,0.0
mp-3975,K2TaF7,K8 Ta4 F28,-3.432839237483333,5.608499999999999
mp-1226012,K2InMo15Se19,K4 In2 Mo30 Se38,-0.833897856370215,0.0
mp-1111285,K2RbGaI6,K2 Rb1 Ga1 I6,-1.18677311095,0.9854
mp-1076545,K2Na6V5Mo3O20,K8 Na24 V20 Mo12 O80,-2.1788880539659963,0.0
mp-1111127,K2NaGaCl6,K2 Na1 Ga1 Cl6,-1.9273024053379308,2.9202
mp-1181756,K2Na4Ca5(Si6O17)2,K2 Na4 Ca5 Si12 O34,-2.919305743245916,0.018300000000000094
mp-1110864,K2LiTbCl6,K2 Li1 Tb1 Cl6,-2.3124013484166666,4.9973
mp-1223827,K2NaNb(OF2)2,K2 Na1 Nb1 O2 F4,-2.9718035610879308,2.2955
mp-554864,K2Ni(MoO4)2,K8 Ni4 Mo8 O32,-2.0115226301538462,3.1723000000000003
mp-1111240,K2NaAsBr6,K2 Na1 As1 Br6,-1.5229128593379309,2.5764
mp-672118,K2TaAgS4,K4 Ta2 Ag2 S8,-1.2641129104374995,2.4256
mp-2216494,K2Nd4MgNb2O12,K2 Nd4 Mg1 Nb2 O12,-3.035740684738094,0.3681000000000001
mp-1198419,K2Cd3Se4,K8 Cd12 Se16,-1.0315096512638873,1.4027999999999998
mp-2231355,K2Na2Sm2MgNb2O10,K2 Na2 Sm2 Mg1 Nb2 O10,-2.6910928256451907,0.8786999999999998
mp-1224161,K2Mg5(Si2O5)6,K4 Mg10 Si24 O60,-3.195753529479592,4.8751
mp-558500,K2Ag2GeS4,K4 Ag4 Ge2 S8,-0.8860234797592581,1.6880000000000002
mp-29380,K2Te2As,K16 Te16 As8,-0.8438403913166678,0.9603999999999999
mp-1200624,K2V3(PO5)4,K4 V6 P8 O40,-2.318292376830049,0.0213
mp-554535,K2MnP2O7,K8 Mn4 P8 O28,-2.6311186916013956,2.4911000000000003
mp-1111994,K2DyCuCl6,K2 Dy1 Cu1 Cl6,-1.9749679387500065,2.4628999999999994
mp-1019775,K2Ge(S2O7)3,K4 Ge2 S12 O42,-1.8773012990666653,3.7751
mp-1110900,K2LiPrBr6,K2 Li1 Pr1 Br6,-2.0538330080833376,3.9531
mp-743881,K2V3P4H4O19,K4 V6 P8 H8 O38,-2.396802358142857,1.7741000000000002
mp-762088,K2OsO5,K12 Os6 O30,-1.8027143304583326,1.3176999999999999
mp-19075,K2SrV4O12,K4 Sr2 V8 O24,-2.561608469447361,3.0368
mp-1191337,K2Cr4CdO16,K2 Cr4 Cd1 O16,-1.4432693332391295,0.7229
mp-540548,K2Co(PO3)4,K4 Co2 P8 O24,-2.4987455372669163,3.1734
mp-15549,K2LiAlF6,K4 Li2 Al2 F12,-3.465729003783333,7.2177999999999995
mp-1180839,K2SnN6,K2 Sn1 N6,1.927773896722222,0.0
mp-1112062,K2ScAuI6,K2 Sc1 Au1 I6,-1.23957157795,1.1642
mp-574428,K2U(PSe3)3,K8 U4 P12 Se36,-0.8723455504681539,0.038200000000000234
mp-542078,K2LaP2Se7,K8 La4 P8 Se28,-1.1742203631409964,1.4116
mp-1097274,K2RbAs,K2 Rb1 As1,0.652244815125,0.0
mp-1205394,K2SbF5,K8 Sb4 F20,-2.9206700990000014,4.6217
mp-532704,K2YHf(PO4)3,K16 Y8 Hf8 P24 O96,-3.2013503076146614,4.7808
mp-1211960,K2Ge2O3,K4 Ge4 O6,-1.7624439660000004,2.0371
mp-1213397,K2Be3Co2F12,K8 Be12 Co8 F48,-2.9897831335263163,0.008800000000000002
mp-12194,K2Zn2(MoO4)3,K8 Zn8 Mo12 O48,-2.040465024447369,3.3632999999999997
mp-1112443,K2TmAgCl6,K2 Tm1 Ag1 Cl6,-2.006621741399999,3.6439
mp-557301,K2Ti(Si2O5)3,K4 Ti2 Si12 O30,-3.186412678763889,3.4116
mp-567824,K2NaCo(CN)6,K4 Na2 Co2 C12 N12,-0.2747261913049579,4.3374999999999995
mp-1235317,K2LiS2(O2F)2,K2 Li1 S2 O4 F2,-2.1038101734393932,1.0414
mp-1195788,K2Mo2Se2O11,K8 Mo8 Se8 O44,-1.8213872083345588,2.787
mp-1290836,K2LiMn2O4,K4 Li2 Mn4 O8,-1.7999585548550456,1.1093000000000002
mp-1233313,K2Nd2Mg(SO4)4,K2 Nd2 Mg1 S4 O16,-2.3240475845799993,1.0797000000000008
mp-1112282,K2AgIrF6,K2 Ag1 Ir1 F6,-2.0695668471666693,1.5151999999999997
mp-1112198,K2HgRhF6,K2 Hg1 Rh1 F6,-2.1715784152000004,0.0
mp-1112055,CsK2SbCl6,Cs1 K2 Sb1 Cl6,-1.791777881415517,3.1654
mp-1019745,K2Ca3Si3O10,K4 Ca6 Si6 O20,-3.192536097472223,4.7684999999999995
mp-1189013,K2Pt(N2O5)2,K2 Pt1 N4 O10,-0.6884406470294121,0.6222999999999999
mp-569967,K2PrCl5,K8 Pr4 Cl20,-2.424467699583335,4.815300000000001
mp-1112480,K2AgAsCl6,K2 Ag1 As1 Cl6,-1.501016105366666,1.5190000000000001
mp-2229258,K2MgV2(CuS2)4,K2 Mg1 V2 Cu4 S8,-0.994786726441176,0.0
mp-1196996,K2FeCl5O,K8 Fe4 Cl20 O4,-1.4238228941111113,0.361
mp-1112240,CsK2YF6,Cs1 K2 Y1 F6,-3.434655971915517,5.2336
mp-23067,K2PdCl6,K2 Pd1 Cl6,-1.3130501047222225,1.2027
mp-1111372,K2TlGaF6,K2 Tl1 Ga1 F6,-2.8075747260333346,4.1618
mp-731661,K2I2ClO6,K8 I8 Cl4 O24,-1.1669383158636355,0.0
mp-1212021,K2PtS6,K2 Pt1 S6,-0.2631523033134802,0.1779
mp-1111618,K2NaScI6,K2 Na1 Sc1 I6,-1.5458042980879312,2.1954000000000002
mp-540610,K2U7O22,K4 U14 O44,-3.4686826870806424,1.4469000000000003
mp-1235569,K2LiH2(SeO3)2,K2 Li1 H2 Se2 O6,-1.4912437230785254,0.7278
mp-1110899,K2LiSbBr6,K2 Li1 Sb1 Br6,-1.6033223137833332,2.3188
mp-541537,K2ZnSiO4,K16 Zn8 Si8 O32,-2.4638542983750003,3.4888999999999997
mp-1111114,K2RbScF6,K2 Rb1 Sc1 F6,-3.4890448322,5.8541
mp-27835,K2OsBr6,K2 Os1 Br6,-1.1241619874999995,0.0
mp-4377,K2TbF6,K4 Tb2 F12,-3.365045076240741,0.0
mp-669498,K2Pt(NO2)4,K8 Pt4 N16 O32,-1.0261554352999989,1.9671
mp-1068941,K2PdS2,K2 Pd1 S2,-1.0683258326249998,1.117
